Squad,# Pl,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp.1,Att.1,Cmp%.1,Cmp.2,Att.2,Cmp%.2,Cmp.3,Att.3,Cmp%.3,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,League,league_name,season,season_start
vs ADO Den Haag,37,34.0,15387.0,19120.0,80.5,283373.0,102620.0,6449.0,7364.0,87.6,6747.0,7799.0,86.5,1809.0,3054.0,59.2,52.0,54.8,53.7,-2.8,467.0,1417.0,385.0,84.0,1796.0,Eredivisie 2020-2021,eredivisie,2020-2021,2020
vs Ajax,30,34.0,8931.0,12508.0,71.4,171998.0,73518.0,3774.0,4564.0,82.7,3573.0,4437.0,80.5,1350.0,2747.0,49.1,14.0,23.4,22.2,-9.4,215.0,634.0,159.0,45.0,809.0,Eredivisie 2020-2021,eredivisie,2020-2021,2020
vs AZ Alkmaar,25,34.0,12006.0,15573.0,77.1,226069.0,85618.0,4969.0,5784.0,85.9,5176.0,6138.0,84.3,1534.0,2824.0,54.3,27.0,25.5,28.3,1.5,248.0,966.0,204.0,67.0,1182.0,Eredivisie 2020-2021,eredivisie,2020-2021,2020
vs Emmen,32,34.0,12740.0,16468.0,77.4,234480.0,88992.0,5389.0,6315.0,85.3,5521.0,6549.0,84.3,1495.0,2691.0,55.6,52.0,43.2,48.0,8.8,368.0,1095.0,299.0,60.0,1380.0,Eredivisie 2020-2021,eredivisie,2020-2021,2020
vs Feyenoord,30,34.0,12268.0,15755.0,77.9,226713.0,86858.0,5159.0,5958.0,86.6,5407.0,6288.0,86.0,1425.0,2734.0,52.1,24.0,28.1,27.7,-4.1,260.0,965.0,208.0,39.0,1276.0,Eredivisie 2020-2021,eredivisie,2020-2021,2020
vs Fortuna Sittard,30,34.0,13571.0,17844.0,76.1,257877.0,99164.0,5449.0,6489.0,84.0,5982.0,7137.0,83.8,1797.0,3225.0,55.7,34.0,40.7,40.7,-6.7,340.0,1204.0,289.0,95.0,1550.0,Eredivisie 2020-2021,eredivisie,2020-2021,2020
vs Groningen,29,34.0,12347.0,16304.0,75.7,229796.0,90629.0,5156.0,6031.0,85.5,5287.0,6241.0,84.7,1552.0,3069.0,50.6,24.0,32.1,32.8,-8.1,273.0,945.0,218.0,47.0,1210.0,Eredivisie 2020-2021,eredivisie,2020-2021,2020
vs Heerenveen,24,34.0,14575.0,18584.0,78.4,271328.0,98560.0,6112.0,7035.0,86.9,6272.0,7333.0,85.5,1818.0,3233.0,56.2,35.0,40.7,44.6,-5.7,391.0,1293.0,359.0,81.0,1604.0,Eredivisie 2020-2021,eredivisie,2020-2021,2020
vs Heracles Almelo,28,34.0,14421.0,18187.0,79.3,279004.0,102056.0,5430.0,6370.0,85.2,6720.0,7705.0,87.2,1946.0,3120.0,62.4,35.0,31.3,31.9,3.7,289.0,1103.0,261.0,52.0,1427.0,Eredivisie 2020-2021,eredivisie,2020-2021,2020
vs PSV Eindhoven,36,34.0,11049.0,15005.0,73.6,211743.0,84865.0,4517.0,5429.0,83.2,4814.0,5828.0,82.6,1487.0,2919.0,50.9,25.0,22.3,22.7,2.7,214.0,835.0,149.0,38.0,1000.0,Eredivisie 2020-2021,eredivisie,2020-2021,2020
vs RKC Waalwijk,27,34.0,14009.0,17943.0,78.1,258683.0,98762.0,5936.0,6832.0,86.9,5997.0,7111.0,84.3,1683.0,2956.0,56.9,39.0,45.9,46.2,-6.9,380.0,1144.0,335.0,76.0,1527.0,Eredivisie 2020-2021,eredivisie,2020-2021,2020
vs Sparta R'dam,23,34.0,14945.0,19133.0,78.1,279725.0,99234.0,6066.0,7065.0,85.9,6638.0,7743.0,85.7,1852.0,3256.0,56.9,33.0,33.9,33.5,-0.9,279.0,1226.0,263.0,75.0,1509.0,Eredivisie 2020-2021,eredivisie,2020-2021,2020
vs Twente,28,34.0,12912.0,17226.0,75.0,237986.0,94557.0,5604.0,6639.0,84.4,5302.0,6487.0,81.7,1622.0,3017.0,53.8,25.0,31.6,34.3,-6.6,290.0,973.0,258.0,59.0,1233.0,Eredivisie 2020-2021,eredivisie,2020-2021,2020
vs Utrecht,31,34.0,13623.0,17440.0,78.1,254006.0,89458.0,5532.0,6393.0,86.5,6214.0,7194.0,86.4,1569.0,2979.0,52.7,27.0,26.1,27.3,0.9,271.0,904.0,206.0,63.0,1166.0,Eredivisie 2020-2021,eredivisie,2020-2021,2020
vs Vitesse,26,34.0,10959.0,14731.0,74.4,203274.0,84287.0,4719.0,5603.0,84.2,4538.0,5524.0,82.2,1394.0,2722.0,51.2,30.0,36.7,28.2,-6.7,285.0,899.0,184.0,54.0,1079.0,Eredivisie 2020-2021,eredivisie,2020-2021,2020
vs VVV-Venlo,29,34.0,14606.0,18326.0,79.7,266138.0,98062.0,6320.0,7206.0,87.7,6217.0,7261.0,85.6,1695.0,2970.0,57.1,64.0,53.1,54.6,10.9,466.0,1375.0,389.0,70.0,1690.0,Eredivisie 2020-2021,eredivisie,2020-2021,2020
vs Willem II,30,34.0,15034.0,19049.0,78.9,267892.0,101089.0,6776.0,7746.0,87.5,6333.0,7437.0,85.2,1561.0,2877.0,54.3,49.0,41.2,39.3,7.8,397.0,1265.0,311.0,91.0,1494.0,Eredivisie 2020-2021,eredivisie,2020-2021,2020
vs Zwolle,27,34.0,12768.0,16539.0,77.2,239440.0,92177.0,5329.0,6236.0,85.5,5518.0,6519.0,84.6,1608.0,2952.0,54.5,36.0,37.8,40.5,-1.8,323.0,1051.0,255.0,64.0,1350.0,Eredivisie 2020-2021,eredivisie,2020-2021,2020
vs B-SAD,29,34.0,13238.0,17153.0,77.2,248610.0,90815.0,5495.0,6398.0,85.9,5722.0,6764.0,84.6,1714.0,3115.0,55.0,,32.9,30.9,,300.0,1038.0,209.0,67.0,1253.0,Primeira Liga 2020-2021,primeira liga,2020-2021,2020
vs Benfica,32,34.0,8931.0,12569.0,71.1,175653.0,71268.0,3609.0,4326.0,83.4,3746.0,4654.0,80.5,1386.0,2829.0,49.0,17.0,20.1,14.7,-3.1,213.0,627.0,131.0,37.0,792.0,Primeira Liga 2020-2021,primeira liga,2020-2021,2020
vs Boavista,25,34.0,13629.0,17230.0,79.1,264815.0,93434.0,5288.0,6097.0,86.7,6177.0,7181.0,86.0,1902.0,3176.0,59.9,28.0,35.4,34.5,-7.4,292.0,1134.0,268.0,77.0,1428.0,Primeira Liga 2020-2021,primeira liga,2020-2021,2020
vs Braga,33,34.0,10887.0,14479.0,75.2,209142.0,80390.0,4406.0,5177.0,85.1,4779.0,5716.0,83.6,1489.0,2867.0,51.9,23.0,25.3,18.9,-2.3,215.0,738.0,149.0,47.0,937.0,Primeira Liga 2020-2021,primeira liga,2020-2021,2020
vs Famalicão,40,34.0,11733.0,15176.0,77.3,233129.0,84942.0,4349.0,5088.0,85.5,5438.0,6373.0,85.3,1719.0,2980.0,57.7,33.0,27.6,24.0,5.4,260.0,970.0,178.0,60.0,1080.0,Primeira Liga 2020-2021,primeira liga,2020-2021,2020
vs Farense,30,34.0,12458.0,16322.0,76.3,241687.0,92449.0,4930.0,5811.0,84.8,5503.0,6572.0,83.7,1749.0,3127.0,55.9,33.0,31.8,29.8,1.2,293.0,1086.0,251.0,63.0,1340.0,Primeira Liga 2020-2021,primeira liga,2020-2021,2020
vs Gil Vicente FC,29,34.0,13146.0,16779.0,78.3,252110.0,86969.0,5139.0,5969.0,86.1,6086.0,7040.0,86.4,1662.0,2971.0,55.9,27.0,28.6,26.0,-1.6,281.0,986.0,200.0,56.0,1188.0,Primeira Liga 2020-2021,primeira liga,2020-2021,2020
vs Marítimo,33,34.0,13252.0,16720.0,79.3,247143.0,90298.0,5475.0,6240.0,87.7,5882.0,6822.0,86.2,1601.0,2851.0,56.2,34.0,35.4,32.9,-1.4,316.0,1152.0,261.0,76.0,1419.0,Primeira Liga 2020-2021,primeira liga,2020-2021,2020
vs Moreirense,31,34.0,12741.0,16300.0,78.2,248819.0,90214.0,4680.0,5438.0,86.1,6121.0,7125.0,85.9,1702.0,2993.0,56.9,21.0,35.3,32.0,-14.3,322.0,968.0,265.0,70.0,1299.0,Primeira Liga 2020-2021,primeira liga,2020-2021,2020
vs Nacional,30,34.0,11779.0,15616.0,75.4,231534.0,88044.0,4461.0,5328.0,83.7,5298.0,6330.0,83.7,1738.0,3131.0,55.5,35.0,34.3,28.9,0.7,328.0,1076.0,221.0,65.0,1319.0,Primeira Liga 2020-2021,primeira liga,2020-2021,2020
vs Paços de Ferreira,27,34.0,13000.0,16694.0,77.9,249480.0,90140.0,5009.0,5807.0,86.3,6002.0,7032.0,85.4,1692.0,3002.0,56.4,26.0,28.2,26.3,-2.2,238.0,1063.0,242.0,73.0,1320.0,Primeira Liga 2020-2021,primeira liga,2020-2021,2020
vs Portimonense,28,34.0,10819.0,14831.0,72.9,207472.0,83437.0,4345.0,5208.0,83.4,4719.0,5799.0,81.4,1490.0,3043.0,49.0,21.0,25.8,22.4,-4.8,275.0,814.0,214.0,57.0,1052.0,Primeira Liga 2020-2021,primeira liga,2020-2021,2020
vs Porto,31,34.0,8566.0,12135.0,70.6,169701.0,69973.0,3455.0,4175.0,82.8,3518.0,4477.0,78.6,1372.0,2765.0,49.6,17.0,20.2,16.2,-3.2,195.0,614.0,139.0,47.0,788.0,Primeira Liga 2020-2021,primeira liga,2020-2021,2020
vs Rio Ave,30,34.0,11858.0,15335.0,77.3,224636.0,82743.0,4808.0,5603.0,85.8,5159.0,6119.0,84.3,1582.0,2783.0,56.8,26.0,31.3,25.0,-5.3,277.0,851.0,192.0,62.0,1056.0,Primeira Liga 2020-2021,primeira liga,2020-2021,2020
vs Santa Clara,29,34.0,11626.0,15385.0,75.6,226387.0,84503.0,4436.0,5241.0,84.6,5257.0,6234.0,84.3,1637.0,3047.0,53.7,23.0,27.4,26.1,-4.4,262.0,922.0,203.0,66.0,1139.0,Primeira Liga 2020-2021,primeira liga,2020-2021,2020
vs Sporting CP,30,34.0,9665.0,13321.0,72.6,181518.0,72773.0,4017.0,4836.0,83.1,4164.0,5104.0,81.6,1246.0,2599.0,47.9,13.0,17.8,14.8,-4.8,181.0,705.0,123.0,36.0,932.0,Primeira Liga 2020-2021,primeira liga,2020-2021,2020
vs Tondela,26,34.0,13422.0,17100.0,78.5,261844.0,94205.0,5191.0,6030.0,86.1,6020.0,7046.0,85.4,1924.0,3208.0,60.0,42.0,44.4,36.1,-2.4,325.0,1058.0,229.0,75.0,1350.0,Primeira Liga 2020-2021,primeira liga,2020-2021,2020
vs Vitória,30,34.0,12814.0,16358.0,78.3,239950.0,89456.0,5147.0,5971.0,86.2,5807.0,6718.0,86.4,1546.0,2813.0,55.0,32.0,31.2,27.8,0.8,281.0,954.0,205.0,71.0,1174.0,Primeira Liga 2020-2021,primeira liga,2020-2021,2020
vs Barnsley,29,46.0,13045.0,21241.0,61.4,267034.0,114219.0,4970.0,6833.0,72.7,5431.0,7729.0,70.3,2289.0,5236.0,43.7,30.0,33.7,30.7,-3.7,263.0,1023.0,215.0,74.0,1175.0,Championship 2020-2021,championship,2020-2021,2020
vs Birmingham City,34,46.0,14587.0,21065.0,69.2,270714.0,108517.0,6185.0,7638.0,81.0,6147.0,7889.0,77.9,1838.0,4328.0,42.5,34.0,40.2,38.0,-6.2,351.0,1178.0,300.0,71.0,1382.0,Championship 2020-2021,championship,2020-2021,2020
vs Blackburn,32,46.0,12031.0,17897.0,67.2,223006.0,95352.0,5367.0,6594.0,81.4,4759.0,6265.0,76.0,1565.0,3959.0,39.5,39.0,40.0,35.3,-1.0,387.0,956.0,285.0,86.0,1295.0,Championship 2020-2021,championship,2020-2021,2020
vs Bournemouth,29,46.0,11894.0,17474.0,68.1,216933.0,93614.0,5519.0,6666.0,82.8,4427.0,5918.0,74.8,1530.0,3726.0,41.1,29.0,35.0,34.6,-6.0,359.0,1045.0,267.0,81.0,1259.0,Championship 2020-2021,championship,2020-2021,2020
vs Brentford,29,46.0,12978.0,18460.0,70.3,246503.0,97963.0,5664.0,6827.0,83.0,5208.0,6597.0,78.9,1783.0,3977.0,44.8,32.0,28.2,26.9,3.8,276.0,1142.0,235.0,90.0,1318.0,Championship 2020-2021,championship,2020-2021,2020
vs Bristol City,39,46.0,16652.0,22717.0,73.3,304593.0,115846.0,7356.0,8787.0,83.7,6800.0,8515.0,79.9,2025.0,4142.0,48.9,41.0,48.9,41.7,-7.9,500.0,1422.0,379.0,122.0,1851.0,Championship 2020-2021,championship,2020-2021,2020
vs Cardiff City,30,46.0,15555.0,21625.0,71.9,285877.0,105832.0,6633.0,7973.0,83.2,6643.0,8385.0,79.2,1873.0,4154.0,45.1,34.0,42.7,37.0,-8.7,397.0,1153.0,314.0,94.0,1578.0,Championship 2020-2021,championship,2020-2021,2020
vs Coventry City,29,46.0,16265.0,22444.0,72.5,306756.0,116489.0,6988.0,8342.0,83.8,6624.0,8283.0,80.0,2242.0,4522.0,49.6,35.0,42.1,38.7,-7.1,350.0,1270.0,276.0,94.0,1583.0,Championship 2020-2021,championship,2020-2021,2020
vs Derby County,37,46.0,15161.0,20838.0,72.8,283327.0,107003.0,6283.0,7485.0,83.9,6611.0,8174.0,80.9,1873.0,3960.0,47.3,40.0,37.0,37.5,3.0,323.0,1177.0,267.0,92.0,1539.0,Championship 2020-2021,championship,2020-2021,2020
vs Huddersfield,35,46.0,13169.0,18431.0,71.5,240673.0,99682.0,5927.0,7009.0,84.6,5228.0,6630.0,78.9,1648.0,3689.0,44.7,49.0,48.5,44.6,0.5,389.0,1146.0,297.0,85.0,1346.0,Championship 2020-2021,championship,2020-2021,2020
vs Luton Town,27,46.0,14433.0,20746.0,69.6,265850.0,111420.0,6414.0,7839.0,81.8,5792.0,7484.0,77.4,1830.0,4217.0,43.4,36.0,42.7,41.9,-6.7,379.0,1200.0,332.0,95.0,1486.0,Championship 2020-2021,championship,2020-2021,2020
vs Middlesbrough,31,46.0,13165.0,19402.0,67.9,247407.0,114278.0,5662.0,7192.0,78.7,5419.0,7224.0,75.0,1755.0,3870.0,45.3,36.0,31.6,32.1,4.4,328.0,1191.0,264.0,69.0,1430.0,Championship 2020-2021,championship,2020-2021,2020
vs Millwall,27,46.0,17536.0,23745.0,73.9,319411.0,118845.0,7618.0,9075.0,83.9,7553.0,9315.0,81.1,1961.0,4169.0,47.0,34.0,36.7,35.1,-2.7,382.0,1324.0,284.0,76.0,1634.0,Championship 2020-2021,championship,2020-2021,2020
vs Norwich City,30,46.0,12755.0,17969.0,71.0,245008.0,98720.0,5346.0,6462.0,82.7,5267.0,6634.0,79.4,1806.0,3809.0,47.4,25.0,34.9,37.9,-9.9,365.0,1188.0,295.0,86.0,1443.0,Championship 2020-2021,championship,2020-2021,2020
vs Nott'ham Forest,32,46.0,15309.0,20965.0,73.0,277701.0,111621.0,6916.0,8211.0,84.2,6071.0,7563.0,80.3,1865.0,4000.0,46.6,30.0,38.0,41.1,-8.0,403.0,1235.0,318.0,92.0,1546.0,Championship 2020-2021,championship,2020-2021,2020
vs Preston,32,46.0,14079.0,20446.0,68.9,256841.0,105254.0,6465.0,7946.0,81.4,5435.0,7211.0,75.4,1774.0,4129.0,43.0,38.0,44.0,42.4,-6.0,423.0,1169.0,307.0,95.0,1548.0,Championship 2020-2021,championship,2020-2021,2020
vs QPR,28,46.0,14576.0,20455.0,71.3,277349.0,111176.0,6339.0,7530.0,84.2,5820.0,7385.0,78.8,2039.0,4370.0,46.7,36.0,46.3,41.6,-10.3,430.0,1198.0,302.0,102.0,1478.0,Championship 2020-2021,championship,2020-2021,2020
vs Reading,27,46.0,15972.0,21289.0,75.0,295109.0,112566.0,6998.0,8229.0,85.0,6674.0,8115.0,82.2,1943.0,3876.0,50.1,31.0,33.1,36.6,-2.1,342.0,1356.0,290.0,111.0,1597.0,Championship 2020-2021,championship,2020-2021,2020
vs Rotherham Utd,26,46.0,13112.0,19723.0,66.5,257413.0,106205.0,5268.0,6695.0,78.7,5506.0,7295.0,75.5,2007.0,4486.0,44.7,39.0,41.8,35.9,-2.8,366.0,1034.0,301.0,96.0,1321.0,Championship 2020-2021,championship,2020-2021,2020
vs Sheffield Weds,29,46.0,16431.0,22243.0,73.9,306843.0,114049.0,6849.0,8094.0,84.6,7020.0,8649.0,81.2,2125.0,4298.0,49.4,44.0,43.3,40.9,0.7,395.0,1319.0,302.0,73.0,1645.0,Championship 2020-2021,championship,2020-2021,2020
vs Stoke City,33,46.0,15568.0,21598.0,72.1,290566.0,111038.0,6640.0,7911.0,83.9,6530.0,8146.0,80.2,1998.0,4358.0,45.8,39.0,31.9,34.5,7.1,338.0,1241.0,253.0,73.0,1432.0,Championship 2020-2021,championship,2020-2021,2020
vs Swansea City,29,46.0,15090.0,20906.0,72.2,276660.0,110687.0,6654.0,7928.0,83.9,6157.0,7739.0,79.6,1858.0,4044.0,45.9,30.0,33.6,39.9,-3.6,394.0,1174.0,292.0,98.0,1390.0,Championship 2020-2021,championship,2020-2021,2020
vs Watford,34,46.0,14232.0,19645.0,72.4,268585.0,107916.0,6147.0,7430.0,82.7,5813.0,7218.0,80.5,1922.0,3950.0,48.7,20.0,32.9,36.5,-12.9,348.0,1190.0,317.0,118.0,1475.0,Championship 2020-2021,championship,2020-2021,2020
vs Wycombe,28,46.0,14613.0,21223.0,68.9,276256.0,119994.0,6400.0,7944.0,80.6,5745.0,7656.0,75.0,2113.0,4406.0,48.0,47.0,55.5,47.4,-8.5,504.0,1300.0,381.0,115.0,1753.0,Championship 2020-2021,championship,2020-2021,2020
vs Augsburg,28,34.0,16310.0,20275.0,80.4,302574.0,105088.0,6626.0,7632.0,86.8,7229.0,8268.0,87.4,1980.0,3269.0,60.6,50.0,44.9,42.7,5.1,356.0,1243.0,279.0,76.0,1564.0,Bundesliga 2019-2020,bundesliga,2019-2020,2019
vs Bayern Munich,29,34.0,9582.0,13091.0,73.2,177045.0,76683.0,4287.0,5062.0,84.7,3692.0,4569.0,80.8,1288.0,2567.0,50.2,23.0,26.3,23.3,-3.3,231.0,629.0,166.0,54.0,840.0,Bundesliga 2019-2020,bundesliga,2019-2020,2019
vs Dortmund,27,34.0,12236.0,15653.0,78.2,219973.0,79043.0,5249.0,5987.0,87.7,5213.0,6143.0,84.9,1370.0,2472.0,55.4,27.0,31.3,27.9,-4.3,262.0,843.0,189.0,54.0,1101.0,Bundesliga 2019-2020,bundesliga,2019-2020,2019
vs Düsseldorf,28,34.0,14730.0,18407.0,80.0,261806.0,94817.0,6457.0,7328.0,88.1,6228.0,7187.0,86.7,1589.0,2767.0,57.4,53.0,44.2,43.8,8.8,336.0,981.0,237.0,77.0,1286.0,Bundesliga 2019-2020,bundesliga,2019-2020,2019
vs Eint Frankfurt,27,34.0,12331.0,16294.0,75.7,224751.0,89439.0,5345.0,6334.0,84.4,5019.0,6050.0,83.0,1535.0,2788.0,55.1,46.0,40.3,30.1,5.7,335.0,874.0,227.0,68.0,1264.0,Bundesliga 2019-2020,bundesliga,2019-2020,2019
vs Freiburg,26,34.0,13736.0,17426.0,78.8,248240.0,92895.0,5944.0,6839.0,86.9,5833.0,6771.0,86.1,1509.0,2752.0,54.8,32.0,44.9,46.0,-12.9,452.0,1125.0,316.0,93.0,1350.0,Bundesliga 2019-2020,bundesliga,2019-2020,2019
vs Gladbach,25,34.0,12722.0,16383.0,77.7,235215.0,89810.0,5305.0,6146.0,86.3,5366.0,6341.0,84.6,1625.0,2809.0,57.8,30.0,34.9,34.3,-4.9,359.0,858.0,252.0,98.0,1186.0,Bundesliga 2019-2020,bundesliga,2019-2020,2019
vs Hertha BSC,32,34.0,14773.0,18586.0,79.5,262373.0,96366.0,6521.0,7441.0,87.6,6186.0,7231.0,85.5,1625.0,2749.0,59.1,43.0,37.5,39.4,5.5,338.0,1136.0,295.0,69.0,1620.0,Bundesliga 2019-2020,bundesliga,2019-2020,2019
vs Hoffenheim,31,34.0,13279.0,16873.0,78.7,247637.0,90130.0,5477.0,6276.0,87.3,5677.0,6683.0,84.9,1722.0,2865.0,60.1,37.0,44.8,40.8,-7.8,372.0,1078.0,307.0,89.0,1494.0,Bundesliga 2019-2020,bundesliga,2019-2020,2019
vs Köln,29,34.0,13651.0,17500.0,78.0,239631.0,93941.0,6191.0,7108.0,87.1,5520.0,6530.0,84.5,1460.0,2719.0,53.7,53.0,40.2,35.4,12.8,335.0,968.0,259.0,55.0,1382.0,Bundesliga 2019-2020,bundesliga,2019-2020,2019
vs Leverkusen,24,34.0,9475.0,13325.0,71.1,175589.0,74681.0,4053.0,4977.0,81.4,3791.0,4803.0,78.9,1283.0,2519.0,50.9,31.0,37.5,31.4,-6.5,273.0,695.0,177.0,43.0,923.0,Bundesliga 2019-2020,bundesliga,2019-2020,2019
vs Mainz 05,25,34.0,14847.0,18725.0,79.3,268650.0,102123.0,6297.0,7206.0,87.4,6322.0,7376.0,85.7,1708.0,2941.0,58.1,49.0,42.3,48.2,6.7,388.0,1048.0,290.0,81.0,1518.0,Bundesliga 2019-2020,bundesliga,2019-2020,2019
vs Paderborn 07,27,34.0,14581.0,18340.0,79.5,268004.0,100639.0,6121.0,7007.0,87.4,6277.0,7258.0,86.5,1741.0,2907.0,59.9,56.0,53.8,48.3,2.2,380.0,980.0,340.0,83.0,1512.0,Bundesliga 2019-2020,bundesliga,2019-2020,2019
vs RB Leipzig,29,34.0,12737.0,16552.0,77.0,232466.0,86304.0,5478.0,6329.0,86.6,5303.0,6266.0,84.6,1539.0,2829.0,54.4,28.0,29.8,29.7,-1.8,255.0,790.0,179.0,43.0,1079.0,Bundesliga 2019-2020,bundesliga,2019-2020,2019
vs Schalke 04,29,34.0,12855.0,16747.0,76.8,235142.0,89194.0,5436.0,6400.0,84.9,5262.0,6350.0,82.9,1660.0,2788.0,59.5,35.0,35.9,32.9,-0.9,350.0,869.0,238.0,74.0,1186.0,Bundesliga 2019-2020,bundesliga,2019-2020,2019
vs Union Berlin,26,34.0,15034.0,19264.0,78.0,271292.0,98538.0,6377.0,7419.0,86.0,6519.0,7647.0,85.2,1684.0,3020.0,55.8,41.0,38.9,36.1,2.1,366.0,964.0,248.0,66.0,1434.0,Bundesliga 2019-2020,bundesliga,2019-2020,2019
vs Werder Bremen,30,34.0,14001.0,17852.0,78.4,253599.0,94513.0,6015.0,7028.0,85.6,5684.0,6760.0,84.1,1706.0,2822.0,60.5,53.0,45.6,42.3,7.4,385.0,1053.0,275.0,102.0,1393.0,Bundesliga 2019-2020,bundesliga,2019-2020,2019
vs Wolfsburg,26,34.0,12768.0,16849.0,75.8,235356.0,91841.0,5380.0,6355.0,84.7,5354.0,6459.0,82.9,1600.0,2902.0,55.1,32.0,28.7,29.8,3.3,279.0,960.0,220.0,63.0,1328.0,Bundesliga 2019-2020,bundesliga,2019-2020,2019
vs Arsenal,29,38.0,13968.0,17668.0,79.1,245849.0,89696.0,6592.0,7433.0,88.7,5474.0,6451.0,84.9,1506.0,2727.0,55.2,30.0,39.1,33.2,-9.1,415.0,1087.0,300.0,85.0,1369.0,Premier League 2019-2020,premier league,2019-2020,2019
vs Aston Villa,28,38.0,16142.0,20266.0,79.7,279743.0,100721.0,7760.0,8725.0,88.9,6185.0,7276.0,85.0,1661.0,2984.0,55.7,44.0,46.6,39.9,-2.6,458.0,1350.0,383.0,74.0,1823.0,Premier League 2019-2020,premier league,2019-2020,2019
vs Bournemouth,27,38.0,16667.0,21185.0,78.7,294977.0,98427.0,7405.0,8464.0,87.5,7039.0,8266.0,85.2,1705.0,3186.0,53.5,45.0,42.6,36.9,2.4,415.0,1241.0,366.0,86.0,1670.0,Premier League 2019-2020,premier league,2019-2020,2019
vs Brighton,25,38.0,14322.0,18458.0,77.6,247084.0,86934.0,6790.0,7740.0,87.7,5484.0,6563.0,83.6,1527.0,2904.0,52.6,42.0,43.1,32.0,-1.1,376.0,992.0,297.0,63.0,1342.0,Premier League 2019-2020,premier league,2019-2020,2019
vs Burnley,22,38.0,15824.0,20627.0,76.7,268946.0,94434.0,7570.0,8683.0,87.2,6129.0,7430.0,82.5,1544.0,3175.0,48.6,38.0,36.6,31.9,1.4,403.0,1105.0,352.0,86.0,1544.0,Premier League 2019-2020,premier league,2019-2020,2019
vs Chelsea,27,38.0,12445.0,16600.0,75.0,218822.0,82681.0,5803.0,6816.0,85.1,4884.0,5932.0,82.3,1342.0,2751.0,48.8,36.0,27.4,23.9,8.6,241.0,847.0,216.0,55.0,1151.0,Premier League 2019-2020,premier league,2019-2020,2019
vs Crystal Palace,25,38.0,16178.0,20387.0,79.4,283124.0,96926.0,7477.0,8506.0,87.9,6428.0,7601.0,84.6,1703.0,2988.0,57.0,36.0,40.0,36.7,-4.0,380.0,1280.0,328.0,81.0,1690.0,Premier League 2019-2020,premier league,2019-2020,2019
vs Everton,24,38.0,14366.0,18648.0,77.0,255446.0,94202.0,6485.0,7476.0,86.7,5830.0,6928.0,84.2,1560.0,3010.0,51.8,39.0,34.2,29.6,4.8,317.0,1045.0,274.0,69.0,1405.0,Premier League 2019-2020,premier league,2019-2020,2019
vs Leicester City,24,38.0,12319.0,16545.0,74.5,215679.0,83904.0,5972.0,6985.0,85.5,4442.0,5529.0,80.3,1439.0,2821.0,51.0,26.0,29.2,27.5,-3.2,290.0,909.0,254.0,71.0,1214.0,Premier League 2019-2020,premier league,2019-2020,2019
vs Liverpool,24,38.0,10923.0,15242.0,71.7,191418.0,77636.0,5234.0,6146.0,85.2,4041.0,5171.0,78.1,1253.0,2832.0,44.2,23.0,29.6,22.2,-6.6,254.0,667.0,195.0,60.0,949.0,Premier League 2019-2020,premier league,2019-2020,2019
vs Manchester City,24,38.0,10925.0,14396.0,75.9,193906.0,72013.0,5103.0,5826.0,87.6,4277.0,5020.0,85.2,1215.0,2603.0,46.7,25.0,23.1,19.5,1.9,199.0,662.0,168.0,40.0,801.0,Premier League 2019-2020,premier league,2019-2020,2019
vs Manchester Utd,29,38.0,13147.0,17274.0,76.1,227370.0,83853.0,6180.0,7080.0,87.3,5020.0,6073.0,82.7,1402.0,2837.0,49.4,24.0,25.2,22.4,-1.2,275.0,912.0,209.0,56.0,1204.0,Premier League 2019-2020,premier league,2019-2020,2019
vs Newcastle Utd,28,38.0,19474.0,23531.0,82.8,339292.0,109168.0,8883.0,9936.0,89.4,8230.0,9358.0,87.9,1849.0,3083.0,60.0,38.0,50.4,47.6,-12.4,444.0,1593.0,362.0,77.0,1882.0,Premier League 2019-2020,premier league,2019-2020,2019
vs Norwich City,30,38.0,15431.0,19565.0,78.9,273323.0,96267.0,6951.0,7961.0,87.3,6154.0,7294.0,84.4,1749.0,3018.0,58.0,50.0,46.6,42.9,3.4,449.0,1322.0,424.0,103.0,1793.0,Premier League 2019-2020,premier league,2019-2020,2019
vs Sheffield Utd,26,38.0,17999.0,22602.0,79.6,316412.0,102270.0,8160.0,9268.0,88.0,7419.0,8694.0,85.3,1854.0,3409.0,54.4,28.0,38.1,31.4,-10.1,326.0,1150.0,258.0,60.0,1420.0,Premier League 2019-2020,premier league,2019-2020,2019
vs Southampton,25,38.0,13419.0,18481.0,72.6,242017.0,92050.0,5891.0,7104.0,82.9,5607.0,7101.0,79.0,1529.0,3057.0,50.0,41.0,38.7,31.2,2.3,333.0,1041.0,301.0,79.0,1453.0,Premier League 2019-2020,premier league,2019-2020,2019
vs Tottenham,29,38.0,14672.0,18848.0,77.8,258025.0,92485.0,6771.0,7728.0,87.6,5788.0,6945.0,83.3,1621.0,2954.0,54.9,27.0,34.0,32.2,-7.0,392.0,1153.0,298.0,85.0,1554.0,Premier League 2019-2020,premier league,2019-2020,2019
