Squad,# Pl,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp.1,Att.1,Cmp%.1,Cmp.2,Att.2,Cmp%.2,Cmp.3,Att.3,Cmp%.3,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,League,league_name,season,season_start
Nott'ham Forest,33,38.0,11877.0,15679.0,75.8,210025.0,83097.0,5510.0,6417.0,85.9,4760.0,5855.0,81.3,1265.0,2493.0,50.7,43,37.9,27.8,5.1,325.0,905.0,244.0,61.0,1141.0,Premier League 2023-2024,premier league,2023-2024,2023
Sheffield Utd,35,38.0,9531.0,13509.0,70.6,169894.0,71337.0,4492.0,5357.0,83.9,3739.0,4696.0,79.6,1042.0,2626.0,39.7,18,25.8,21.0,-7.8,257.0,701.0,198.0,48.0,884.0,Premier League 2023-2024,premier league,2023-2024,2023
Tottenham,29,38.0,20649.0,24197.0,85.3,326221.0,111380.0,10630.0,11617.0,91.5,8361.0,9345.0,89.5,1089.0,1905.0,57.2,58,57.4,52.1,0.6,460.0,1588.0,454.0,65.0,2107.0,Premier League 2023-2024,premier league,2023-2024,2023
West Ham,26,38.0,12568.0,16373.0,76.8,219336.0,85575.0,6043.0,6856.0,88.1,4817.0,5751.0,83.8,1330.0,2718.0,48.9,40,34.8,30.8,5.2,305.0,979.0,225.0,71.0,1207.0,Premier League 2023-2024,premier league,2023-2024,2023
Wolves,27,38.0,15484.0,19175.0,80.8,255933.0,84649.0,7694.0,8577.0,89.7,6100.0,7016.0,86.9,1218.0,2527.0,48.2,36,31.8,27.6,4.2,316.0,910.0,239.0,61.0,1180.0,Premier League 2023-2024,premier league,2023-2024,2023
Alavés,30,38.0,10091.0,14116.0,71.5,191648.0,83394.0,4443.0,5283.0,84.1,4011.0,5052.0,79.4,1375.0,2889.0,47.6,28,32.4,30.6,-4.4,341.0,937.0,273.0,105.0,1260.0,La Liga 2023-2024,la liga,2023-2024,2023
Almería,35,38.0,12774.0,16540.0,77.2,228494.0,85956.0,5654.0,6480.0,87.3,5476.0,6405.0,85.5,1322.0,2747.0,48.1,25,34.2,24.6,-9.2,349.0,870.0,212.0,86.0,1097.0,La Liga 2023-2024,la liga,2023-2024,2023
Athletic Club,27,38.0,14509.0,18724.0,77.5,256772.0,96209.0,6598.0,7600.0,86.8,6186.0,7288.0,84.9,1393.0,2832.0,49.2,41,37.0,40.3,4.0,355.0,1205.0,343.0,113.0,1610.0,La Liga 2023-2024,la liga,2023-2024,2023
Atlético Madrid,27,38.0,17064.0,20709.0,82.4,282535.0,101502.0,8654.0,9535.0,90.8,6433.0,7422.0,86.7,1442.0,2542.0,56.7,48,47.4,44.0,0.6,359.0,1226.0,380.0,68.0,1597.0,La Liga 2023-2024,la liga,2023-2024,2023
Barcelona,29,38.0,21506.0,24761.0,86.9,359810.0,114447.0,10598.0,11481.0,92.3,8724.0,9617.0,90.7,1717.0,2604.0,65.9,55,57.4,57.9,-2.4,457.0,1702.0,405.0,83.0,1925.0,La Liga 2023-2024,la liga,2023-2024,2023
Betis,35,38.0,15310.0,18979.0,80.7,256941.0,94528.0,7398.0,8260.0,89.6,5944.0,6913.0,86.0,1383.0,2561.0,54.0,31,32.7,33.8,-1.7,368.0,1037.0,327.0,53.0,1441.0,La Liga 2023-2024,la liga,2023-2024,2023
Cádiz,34,38.0,10763.0,14990.0,71.8,202974.0,86219.0,4837.0,5694.0,84.9,4144.0,5163.0,80.3,1455.0,3198.0,45.5,17,25.2,26.3,-8.2,292.0,899.0,219.0,106.0,1017.0,La Liga 2023-2024,la liga,2023-2024,2023
Celta Vigo,31,38.0,13890.0,17776.0,78.1,235944.0,93057.0,6703.0,7631.0,87.8,5538.0,6545.0,84.6,1223.0,2495.0,49.0,35,38.2,39.1,-3.2,367.0,1129.0,293.0,71.0,1345.0,La Liga 2023-2024,la liga,2023-2024,2023
Getafe,33,38.0,10713.0,15193.0,70.5,207208.0,83225.0,4641.0,5528.0,84.0,4142.0,5344.0,77.5,1625.0,3436.0,47.3,27,27.9,27.4,-0.9,324.0,1037.0,220.0,103.0,1141.0,La Liga 2023-2024,la liga,2023-2024,2023
Girona,25,38.0,18793.0,21914.0,85.8,318093.0,108506.0,8986.0,9734.0,92.3,7878.0,8692.0,90.6,1460.0,2446.0,59.7,64,54.0,52.4,10.0,377.0,1431.0,362.0,88.0,1685.0,La Liga 2023-2024,la liga,2023-2024,2023
Granada,40,38.0,12127.0,15976.0,75.9,225286.0,88195.0,5270.0,6031.0,87.4,5127.0,6099.0,84.1,1458.0,2965.0,49.2,27,31.1,30.4,-4.1,283.0,834.0,263.0,94.0,1044.0,La Liga 2023-2024,la liga,2023-2024,2023
Las Palmas,29,38.0,19105.0,22882.0,83.5,298427.0,110392.0,10201.0,11174.0,91.3,7170.0,8097.0,88.6,1145.0,2312.0,49.5,23,23.3,28.2,-0.3,295.0,1295.0,271.0,54.0,1596.0,La Liga 2023-2024,la liga,2023-2024,2023
Mallorca,25,38.0,11476.0,15645.0,73.4,218346.0,89351.0,4934.0,5790.0,85.2,4717.0,5815.0,81.1,1549.0,3119.0,49.7,27,30.8,29.1,-3.8,308.0,978.0,235.0,103.0,1174.0,La Liga 2023-2024,la liga,2023-2024,2023
Osasuna,29,38.0,12874.0,17335.0,74.3,243978.0,96863.0,5474.0,6420.0,85.3,5487.0,6696.0,81.9,1666.0,3277.0,50.8,32,28.5,31.6,3.5,301.0,1128.0,263.0,104.0,1322.0,La Liga 2023-2024,la liga,2023-2024,2023
Rayo Vallecano,26,38.0,13282.0,17459.0,76.1,240192.0,94205.0,5918.0,6783.0,87.2,5584.0,6657.0,83.9,1436.0,3063.0,46.9,12,24.6,25.3,-12.6,314.0,1082.0,255.0,81.0,1335.0,La Liga 2023-2024,la liga,2023-2024,2023
Real Madrid,27,38.0,21794.0,24691.0,88.3,349864.0,112682.0,11641.0,12391.0,93.9,7949.0,8734.0,91.0,1624.0,2474.0,65.6,66,52.5,50.5,13.5,476.0,1701.0,391.0,59.0,1935.0,La Liga 2023-2024,la liga,2023-2024,2023
Real Sociedad,31,38.0,15263.0,19249.0,79.3,276751.0,93632.0,6489.0,7461.0,87.0,6923.0,8022.0,86.3,1553.0,2800.0,55.5,36,30.7,32.9,5.3,320.0,1133.0,246.0,63.0,1414.0,La Liga 2023-2024,la liga,2023-2024,2023
Sevilla,35,38.0,14628.0,18599.0,78.6,267530.0,97170.0,6501.0,7367.0,88.2,6128.0,7177.0,85.4,1667.0,3111.0,53.6,30,31.7,32.7,-1.7,363.0,1207.0,286.0,134.0,1416.0,La Liga 2023-2024,la liga,2023-2024,2023
Valencia,29,38.0,12233.0,16255.0,75.3,217671.0,80185.0,5491.0,6436.0,85.3,5177.0,6140.0,84.3,1226.0,2710.0,45.2,24,27.0,24.2,-3.0,267.0,886.0,218.0,72.0,1162.0,La Liga 2023-2024,la liga,2023-2024,2023
Villarreal,32,38.0,15349.0,18637.0,82.4,278006.0,102363.0,6662.0,7409.0,89.9,6931.0,7828.0,88.5,1525.0,2599.0,58.7,47,40.5,40.4,6.5,365.0,1160.0,339.0,88.0,1558.0,La Liga 2023-2024,la liga,2023-2024,2023
Atalanta,29,38.0,16051.0,19961.0,80.4,281418.0,100413.0,7280.0,8321.0,87.5,6956.0,7989.0,87.1,1466.0,2642.0,55.5,57,43.9,38.8,13.1,437.0,1223.0,381.0,114.0,1754.0,Serie A 2023-2024,serie a,2023-2024,2023
