Squad,# Pl,Poss,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,League
Vitória Setúbal,27,,34.0,,,,,,,,,,,,,,,,,,,,,,,Primeira Liga 2015-2016
Birmingham City,28,,46.0,,,,,,,,,,,,,,,,,,,,,,,Championship 2015-2016
Blackburn,33,,46.0,,,,,,,,,,,,,,,,,,,,,,,Championship 2015-2016
Bolton,34,,46.0,,,,,,,,,,,,,,,,,,,,,,,Championship 2015-2016
Brentford,29,,46.0,,,,,,,,,,,,,,,,,,,,,,,Championship 2015-2016
Brighton,30,,46.0,,,,,,,,,,,,,,,,,,,,,,,Championship 2015-2016
Bristol City,31,,46.0,,,,,,,,,,,,,,,,,,,,,,,Championship 2015-2016
Burnley,25,,46.0,,,,,,,,,,,,,,,,,,,,,,,Championship 2015-2016
Cardiff City,29,,46.0,,,,,,,,,,,,,,,,,,,,,,,Championship 2015-2016
Charlton Ath,37,,46.0,,,,,,,,,,,,,,,,,,,,,,,Championship 2015-2016
Derby County,25,,46.0,,,,,,,,,,,,,,,,,,,,,,,Championship 2015-2016
Fulham,33,,46.0,,,,,,,,,,,,,,,,,,,,,,,Championship 2015-2016
Huddersfield,34,,46.0,,,,,,,,,,,,,,,,,,,,,,,Championship 2015-2016
Hull City,27,,46.0,,,,,,,,,,,,,,,,,,,,,,,Championship 2015-2016
Ipswich Town,31,,46.0,,,,,,,,,,,,,,,,,,,,,,,Championship 2015-2016
Leeds United,26,,46.0,,,,,,,,,,,,,,,,,,,,,,,Championship 2015-2016
Middlesbrough,27,,46.0,,,,,,,,,,,,,,,,,,,,,,,Championship 2015-2016
MK Dons,33,,46.0,,,,,,,,,,,,,,,,,,,,,,,Championship 2015-2016
Nott'ham Forest,34,,46.0,,,,,,,,,,,,,,,,,,,,,,,Championship 2015-2016
Preston,29,,46.0,,,,,,,,,,,,,,,,,,,,,,,Championship 2015-2016
QPR,32,,46.0,,,,,,,,,,,,,,,,,,,,,,,Championship 2015-2016
Reading,30,,46.0,,,,,,,,,,,,,,,,,,,,,,,Championship 2015-2016
Rotherham Utd,39,,46.0,,,,,,,,,,,,,,,,,,,,,,,Championship 2015-2016
Sheffield Weds,29,,46.0,,,,,,,,,,,,,,,,,,,,,,,Championship 2015-2016
Wolves,33,,46.0,,,,,,,,,,,,,,,,,,,,,,,Championship 2015-2016
Aberdeen,31,,38.0,,,,,,,,,,,,,,,,,,,,,,,Scottish Premiership 2015-2016
Celtic,36,,38.0,,,,,,,,,,,,,,,,,,,,,,,Scottish Premiership 2015-2016
Dundee,30,,38.0,,,,,,,,,,,,,,,,,,,,,,,Scottish Premiership 2015-2016
Dundee United,40,,38.0,,,,,,,,,,,,,,,,,,,,,,,Scottish Premiership 2015-2016
Hamilton Acad.,29,,38.0,,,,,,,,,,,,,,,,,,,,,,,Scottish Premiership 2015-2016
Hearts,30,,38.0,,,,,,,,,,,,,,,,,,,,,,,Scottish Premiership 2015-2016
Inverness CT,25,,38.0,,,,,,,,,,,,,,,,,,,,,,,Scottish Premiership 2015-2016
Kilmarnock,34,,38.0,,,,,,,,,,,,,,,,,,,,,,,Scottish Premiership 2015-2016
Motherwell,27,,38.0,,,,,,,,,,,,,,,,,,,,,,,Scottish Premiership 2015-2016
Partick Thistle,29,,38.0,,,,,,,,,,,,,,,,,,,,,,,Scottish Premiership 2015-2016
Ross County,26,,38.0,,,,,,,,,,,,,,,,,,,,,,,Scottish Premiership 2015-2016
St Johnstone,28,,38.0,,,,,,,,,,,,,,,,,,,,,,,Scottish Premiership 2015-2016
Augsburg,25,52.3,34.0,,,,,,,,,,,,,,,,,,,,,,,Bundesliga 2014-2015
Bayern Munich,28,70.4,34.0,,,,,,,,,,,,,,,,,,,,,,,Bundesliga 2014-2015
Dortmund,28,55.3,34.0,,,,,,,,,,,,,,,,,,,,,,,Bundesliga 2014-2015
Eint Frankfurt,26,49.5,34.0,,,,,,,,,,,,,,,,,,,,,,,Bundesliga 2014-2015
Freiburg,27,48.4,34.0,,,,,,,,,,,,,,,,,,,,,,,Bundesliga 2014-2015
Gladbach,19,53.5,34.0,,,,,,,,,,,,,,,,,,,,,,,Bundesliga 2014-2015
Hamburger SV,31,46.8,34.0,,,,,,,,,,,,,,,,,,,,,,,Bundesliga 2014-2015
Hannover 96,25,51.3,34.0,,,,,,,,,,,,,,,,,,,,,,,Bundesliga 2014-2015
Hertha BSC,26,40.5,34.0,,,,,,,,,,,,,,,,,,,,,,,Bundesliga 2014-2015
Hoffenheim,23,49.0,34.0,,,,,,,,,,,,,,,,,,,,,,,Bundesliga 2014-2015
Köln,23,42.8,34.0,,,,,,,,,,,,,,,,,,,,,,,Bundesliga 2014-2015
Leverkusen,22,51.7,34.0,,,,,,,,,,,,,,,,,,,,,,,Bundesliga 2014-2015
Mainz 05,29,48.9,34.0,,,,,,,,,,,,,,,,,,,,,,,Bundesliga 2014-2015
Paderborn 07,24,43.2,34.0,,,,,,,,,,,,,,,,,,,,,,,Bundesliga 2014-2015
Schalke 04,29,51.1,34.0,,,,,,,,,,,,,,,,,,,,,,,Bundesliga 2014-2015
Stuttgart,24,47.5,34.0,,,,,,,,,,,,,,,,,,,,,,,Bundesliga 2014-2015
Werder Bremen,31,43.4,34.0,,,,,,,,,,,,,,,,,,,,,,,Bundesliga 2014-2015
Wolfsburg,22,54.9,34.0,,,,,,,,,,,,,,,,,,,,,,,Bundesliga 2014-2015
Arsenal,29,56.6,38.0,,,,,,,,,,,,,,,,,,,,,,,Premier League 2014-2015
Aston Villa,27,49.0,38.0,,,,,,,,,,,,,,,,,,,,,,,Premier League 2014-2015
Burnley,24,42.5,38.0,,,,,,,,,,,,,,,,,,,,,,,Premier League 2014-2015
Chelsea,25,55.9,38.0,,,,,,,,,,,,,,,,,,,,,,,Premier League 2014-2015
Crystal Palace,30,40.4,38.0,,,,,,,,,,,,,,,,,,,,,,,Premier League 2014-2015
Everton,28,54.7,38.0,,,,,,,,,,,,,,,,,,,,,,,Premier League 2014-2015
Hull City,29,44.2,38.0,,,,,,,,,,,,,,,,,,,,,,,Premier League 2014-2015
Leicester City,28,43.5,38.0,,,,,,,,,,,,,,,,,,,,,,,Premier League 2014-2015
Liverpool,25,55.8,38.0,,,,,,,,,,,,,,,,,,,,,,,Premier League 2014-2015
Manchester City,24,59.8,38.0,,,,,,,,,,,,,,,,,,,,,,,Premier League 2014-2015
Manchester Utd,33,61.2,38.0,,,,,,,,,,,,,,,,,,,,,,,Premier League 2014-2015
Newcastle Utd,27,47.7,38.0,,,,,,,,,,,,,,,,,,,,,,,Premier League 2014-2015
QPR,32,45.2,38.0,,,,,,,,,,,,,,,,,,,,,,,Premier League 2014-2015
Southampton,29,53.1,38.0,,,,,,,,,,,,,,,,,,,,,,,Premier League 2014-2015
Stoke City,25,50.4,38.0,,,,,,,,,,,,,,,,,,,,,,,Premier League 2014-2015
Sunderland,25,45.2,38.0,,,,,,,,,,,,,,,,,,,,,,,Premier League 2014-2015
Swansea City,28,50.1,38.0,,,,,,,,,,,,,,,,,,,,,,,Premier League 2014-2015
Tottenham,27,57.0,38.0,,,,,,,,,,,,,,,,,,,,,,,Premier League 2014-2015
West Brom,26,43.7,38.0,,,,,,,,,,,,,,,,,,,,,,,Premier League 2014-2015
West Ham,28,45.6,38.0,,,,,,,,,,,,,,,,,,,,,,,Premier League 2014-2015
Almería,27,46.4,38.0,,,,,,,,,,,,,,,,,,,,,,,La Liga 2014-2015
Athletic Club,26,53.2,38.0,,,,,,,,,,,,,,,,,,,,,,,La Liga 2014-2015
Atlético Madrid,25,48.6,38.0,,,,,,,,,,,,,,,,,,,,,,,La Liga 2014-2015
Barcelona,24,65.7,38.0,,,,,,,,,,,,,,,,,,,,,,,La Liga 2014-2015
Celta Vigo,23,55.9,38.0,,,,,,,,,,,,,,,,,,,,,,,La Liga 2014-2015
Córdoba,33,45.9,38.0,,,,,,,,,,,,,,,,,,,,,,,La Liga 2014-2015
Eibar,23,43.8,38.0,,,,,,,,,,,,,,,,,,,,,,,La Liga 2014-2015
Elche,24,47.9,38.0,,,,,,,,,,,,,,,,,,,,,,,La Liga 2014-2015
Espanyol,27,46.0,38.0,,,,,,,,,,,,,,,,,,,,,,,La Liga 2014-2015
Getafe,27,46.9,38.0,,,,,,,,,,,,,,,,,,,,,,,La Liga 2014-2015
Granada,34,47.4,38.0,,,,,,,,,,,,,,,,,,,,,,,La Liga 2014-2015
La Coruña,27,48.4,38.0,,,,,,,,,,,,,,,,,,,,,,,La Liga 2014-2015
Levante,29,44.5,38.0,,,,,,,,,,,,,,,,,,,,,,,La Liga 2014-2015
Málaga,23,49.5,38.0,,,,,,,,,,,,,,,,,,,,,,,La Liga 2014-2015
Rayo Vallecano,28,54.8,38.0,,,,,,,,,,,,,,,,,,,,,,,La Liga 2014-2015
Real Madrid,24,56.2,38.0,,,,,,,,,,,,,,,,,,,,,,,La Liga 2014-2015
Real Sociedad,25,49.8,38.0,,,,,,,,,,,,,,,,,,,,,,,La Liga 2014-2015
Sevilla,26,50.3,38.0,,,,,,,,,,,,,,,,,,,,,,,La Liga 2014-2015
Valencia,24,50.0,38.0,,,,,,,,,,,,,,,,,,,,,,,La Liga 2014-2015
Villarreal,28,48.6,38.0,,,,,,,,,,,,,,,,,,,,,,,La Liga 2014-2015
Atalanta,32,46.4,38.0,,,,,,,,,,,,,,,,,,,,,,,Serie A 2014-2015
Cagliari,29,48.2,38.0,,,,,,,,,,,,,,,,,,,,,,,Serie A 2014-2015
Cesena,33,44.4,38.0,,,,,,,,,,,,,,,,,,,,,,,Serie A 2014-2015
Chievo,27,44.8,38.0,,,,,,,,,,,,,,,,,,,,,,,Serie A 2014-2015
Empoli,26,49.4,38.0,,,,,,,,,,,,,,,,,,,,,,,Serie A 2014-2015
Fiorentina,30,55.9,38.0,,,,,,,,,,,,,,,,,,,,,,,Serie A 2014-2015
Genoa,33,50.9,38.0,,,,,,,,,,,,,,,,,,,,,,,Serie A 2014-2015
Hellas Verona,30,44.1,38.0,,,,,,,,,,,,,,,,,,,,,,,Serie A 2014-2015
Inter,34,56.6,38.0,,,,,,,,,,,,,,,,,,,,,,,Serie A 2014-2015
Juventus,28,56.2,38.0,,,,,,,,,,,,,,,,,,,,,,,Serie A 2014-2015
Lazio,29,52.2,38.0,,,,,,,,,,,,,,,,,,,,,,,Serie A 2014-2015
Milan,35,51.3,38.0,,,,,,,,,,,,,,,,,,,,,,,Serie A 2014-2015
Napoli,26,54.8,38.0,,,,,,,,,,,,,,,,,,,,,,,Serie A 2014-2015
Palermo,31,49.6,38.0,,,,,,,,,,,,,,,,,,,,,,,Serie A 2014-2015
Parma,38,44.9,38.0,,,,,,,,,,,,,,,,,,,,,,,Serie A 2014-2015
Roma,32,57.3,38.0,,,,,,,,,,,,,,,,,,,,,,,Serie A 2014-2015
Sampdoria,30,50.4,38.0,,,,,,,,,,,,,,,,,,,,,,,Serie A 2014-2015
Sassuolo,27,47.0,38.0,,,,,,,,,,,,,,,,,,,,,,,Serie A 2014-2015
Torino,31,49.2,38.0,,,,,,,,,,,,,,,,,,,,,,,Serie A 2014-2015
Udinese,28,46.5,38.0,,,,,,,,,,,,,,,,,,,,,,,Serie A 2014-2015
Bastia,31,48.9,38.0,,,,,,,,,,,,,,,,,,,,,,,Ligue 1 2014-2015
Bordeaux,30,52.8,38.0,,,,,,,,,,,,,,,,,,,,,,,Ligue 1 2014-2015
Caen,23,45.2,38.0,,,,,,,,,,,,,,,,,,,,,,,Ligue 1 2014-2015
Evian,29,45.8,38.0,,,,,,,,,,,,,,,,,,,,,,,Ligue 1 2014-2015
Guingamp,28,44.2,38.0,,,,,,,,,,,,,,,,,,,,,,,Ligue 1 2014-2015
Lens,27,47.3,38.0,,,,,,,,,,,,,,,,,,,,,,,Ligue 1 2014-2015
Lille,27,51.3,38.0,,,,,,,,,,,,,,,,,,,,,,,Ligue 1 2014-2015
Lorient,32,49.6,38.0,,,,,,,,,,,,,,,,,,,,,,,Ligue 1 2014-2015
Lyon,26,56.9,38.0,,,,,,,,,,,,,,,,,,,,,,,Ligue 1 2014-2015
Marseille,25,57.7,38.0,,,,,,,,,,,,,,,,,,,,,,,Ligue 1 2014-2015
Metz,31,44.9,38.0,,,,,,,,,,,,,,,,,,,,,,,Ligue 1 2014-2015
Monaco,27,51.7,38.0,,,,,,,,,,,,,,,,,,,,,,,Ligue 1 2014-2015
Montpellier,26,47.3,38.0,,,,,,,,,,,,,,,,,,,,,,,Ligue 1 2014-2015
Nantes,27,47.1,38.0,,,,,,,,,,,,,,,,,,,,,,,Ligue 1 2014-2015
Nice,30,50.4,38.0,,,,,,,,,,,,,,,,,,,,,,,Ligue 1 2014-2015
Paris S-G,23,60.4,38.0,,,,,,,,,,,,,,,,,,,,,,,Ligue 1 2014-2015
Reims,30,48.9,38.0,,,,,,,,,,,,,,,,,,,,,,,Ligue 1 2014-2015
Rennes,22,50.2,38.0,,,,,,,,,,,,,,,,,,,,,,,Ligue 1 2014-2015
Saint-Étienne,24,50.3,38.0,,,,,,,,,,,,,,,,,,,,,,,Ligue 1 2014-2015
Toulouse,27,49.1,38.0,,,,,,,,,,,,,,,,,,,,,,,Ligue 1 2014-2015
ADO Den Haag,26,47.8,34.0,,,,,,,,,,,,,,,,,,,,,,,Eredivisie 2014-2015
Ajax,29,55.3,34.0,,,,,,,,,,,,,,,,,,,,,,,Eredivisie 2014-2015
AZ Alkmaar,24,47.8,34.0,,,,,,,,,,,,,,,,,,,,,,,Eredivisie 2014-2015
Cambuur,25,55.6,34.0,,,,,,,,,,,,,,,,,,,,,,,Eredivisie 2014-2015
Dordrecht,31,46.7,34.0,,,,,,,,,,,,,,,,,,,,,,,Eredivisie 2014-2015
Excelsior,24,40.7,34.0,,,,,,,,,,,,,,,,,,,,,,,Eredivisie 2014-2015
Feyenoord,25,58.4,34.0,,,,,,,,,,,,,,,,,,,,,,,Eredivisie 2014-2015
Go Ahead Eag,23,45.9,34.0,,,,,,,,,,,,,,,,,,,,,,,Eredivisie 2014-2015
Groningen,26,50.4,34.0,,,,,,,,,,,,,,,,,,,,,,,Eredivisie 2014-2015
Heerenveen,27,50.4,34.0,,,,,,,,,,,,,,,,,,,,,,,Eredivisie 2014-2015
Heracles Almelo,26,46.4,34.0,,,,,,,,,,,,,,,,,,,,,,,Eredivisie 2014-2015
NAC Breda,30,45.4,34.0,,,,,,,,,,,,,,,,,,,,,,,Eredivisie 2014-2015
PSV Eindhoven,26,51.7,34.0,,,,,,,,,,,,,,,,,,,,,,,Eredivisie 2014-2015
Twente,30,51.9,34.0,,,,,,,,,,,,,,,,,,,,,,,Eredivisie 2014-2015
Utrecht,35,50.5,34.0,,,,,,,,,,,,,,,,,,,,,,,Eredivisie 2014-2015
Vitesse,22,57.3,34.0,,,,,,,,,,,,,,,,,,,,,,,Eredivisie 2014-2015
Willem II,24,50.3,34.0,,,,,,,,,,,,,,,,,,,,,,,Eredivisie 2014-2015
Zwolle,27,47.3,34.0,,,,,,,,,,,,,,,,,,,,,,,Eredivisie 2014-2015
Académica,30,,34.0,,,,,,,,,,,,,,,,,,,,,,,Primeira Liga 2014-2015
Arouca,28,,34.0,,,,,,,,,,,,,,,,,,,,,,,Primeira Liga 2014-2015
Belenenses,29,,34.0,,,,,,,,,,,,,,,,,,,,,,,Primeira Liga 2014-2015
Benfica,30,,34.0,,,,,,,,,,,,,,,,,,,,,,,Primeira Liga 2014-2015
Boavista,32,,34.0,,,,,,,,,,,,,,,,,,,,,,,Primeira Liga 2014-2015
Braga,27,,34.0,,,,,,,,,,,,,,,,,,,,,,,Primeira Liga 2014-2015
Estoril,30,,34.0,,,,,,,,,,,,,,,,,,,,,,,Primeira Liga 2014-2015
Gil Vicente,30,,34.0,,,,,,,,,,,,,,,,,,,,,,,Primeira Liga 2014-2015
Marítimo,31,,34.0,,,,,,,,,,,,,,,,,,,,,,,Primeira Liga 2014-2015
Moreirense,28,,34.0,,,,,,,,,,,,,,,,,,,,,,,Primeira Liga 2014-2015
Nacional,30,,34.0,,,,,,,,,,,,,,,,,,,,,,,Primeira Liga 2014-2015
Paços de Ferreira,30,,34.0,,,,,,,,,,,,,,,,,,,,,,,Primeira Liga 2014-2015
Penafiel,30,,34.0,,,,,,,,,,,,,,,,,,,,,,,Primeira Liga 2014-2015
Porto,26,,34.0,,,,,,,,,,,,,,,,,,,,,,,Primeira Liga 2014-2015
Rio Ave,27,,34.0,,,,,,,,,,,,,,,,,,,,,,,Primeira Liga 2014-2015
Sporting CP,26,,34.0,,,,,,,,,,,,,,,,,,,,,,,Primeira Liga 2014-2015
Vitória,34,,34.0,,,,,,,,,,,,,,,,,,,,,,,Primeira Liga 2014-2015
Vitória Setúbal,30,,34.0,,,,,,,,,,,,,,,,,,,,,,,Primeira Liga 2014-2015
Birmingham City,31,,46.0,,,,,,,,,,,,,,,,,,,,,,,Championship 2014-2015
Blackburn,30,,46.0,,,,,,,,,,,,,,,,,,,,,,,Championship 2014-2015
Blackpool,50,,46.0,,,,,,,,,,,,,,,,,,,,,,,Championship 2014-2015
Bolton,44,,46.0,,,,,,,,,,,,,,,,,,,,,,,Championship 2014-2015
Bournemouth,24,,46.0,,,,,,,,,,,,,,,,,,,,,,,Championship 2014-2015
Brentford,24,,46.0,,,,,,,,,,,,,,,,,,,,,,,Championship 2014-2015
Brighton,35,,46.0,,,,,,,,,,,,,,,,,,,,,,,Championship 2014-2015
Cardiff City,38,,46.0,,,,,,,,,,,,,,,,,,,,,,,Championship 2014-2015
Charlton Ath,32,,46.0,,,,,,,,,,,,,,,,,,,,,,,Championship 2014-2015
Derby County,31,,46.0,,,,,,,,,,,,,,,,,,,,,,,Championship 2014-2015
Fulham,37,,46.0,,,,,,,,,,,,,,,,,,,,,,,Championship 2014-2015
Huddersfield,36,,46.0,,,,,,,,,,,,,,,,,,,,,,,Championship 2014-2015
Ipswich Town,31,,46.0,,,,,,,,,,,,,,,,,,,,,,,Championship 2014-2015
Leeds United,34,,46.0,,,,,,,,,,,,,,,,,,,,,,,Championship 2014-2015
Middlesbrough,30,,46.0,,,,,,,,,,,,,,,,,,,,,,,Championship 2014-2015
Millwall,40,,46.0,,,,,,,,,,,,,,,,,,,,,,,Championship 2014-2015
Norwich City,30,,46.0,,,,,,,,,,,,,,,,,,,,,,,Championship 2014-2015
Nott'ham Forest,33,,46.0,,,,,,,,,,,,,,,,,,,,,,,Championship 2014-2015
Reading,38,,46.0,,,,,,,,,,,,,,,,,,,,,,,Championship 2014-2015
Rotherham Utd,42,,46.0,,,,,,,,,,,,,,,,,,,,,,,Championship 2014-2015
Sheffield Weds,31,,46.0,,,,,,,,,,,,,,,,,,,,,,,Championship 2014-2015
Watford,31,,46.0,,,,,,,,,,,,,,,,,,,,,,,Championship 2014-2015
Wigan Athletic,41,,46.0,,,,,,,,,,,,,,,,,,,,,,,Championship 2014-2015
Wolves,27,,46.0,,,,,,,,,,,,,,,,,,,,,,,Championship 2014-2015
Aberdeen,28,,38.0,,,,,,,,,,,,,,,,,,,,,,,Scottish Premiership 2014-2015
Celtic,33,,38.0,,,,,,,,,,,,,,,,,,,,,,,Scottish Premiership 2014-2015
Dundee,30,,38.0,,,,,,,,,,,,,,,,,,,,,,,Scottish Premiership 2014-2015
Dundee United,30,,38.0,,,,,,,,,,,,,,,,,,,,,,,Scottish Premiership 2014-2015
Hamilton Acad.,27,,38.0,,,,,,,,,,,,,,,,,,,,,,,Scottish Premiership 2014-2015
Inverness CT,25,,38.0,,,,,,,,,,,,,,,,,,,,,,,Scottish Premiership 2014-2015
Kilmarnock,25,,38.0,,,,,,,,,,,,,,,,,,,,,,,Scottish Premiership 2014-2015
Motherwell,33,,38.0,,,,,,,,,,,,,,,,,,,,,,,Scottish Premiership 2014-2015
Partick Thistle,28,,38.0,,,,,,,,,,,,,,,,,,,,,,,Scottish Premiership 2014-2015
Ross County,34,,38.0,,,,,,,,,,,,,,,,,,,,,,,Scottish Premiership 2014-2015
St Johnstone,22,,38.0,,,,,,,,,,,,,,,,,,,,,,,Scottish Premiership 2014-2015
St Mirren,32,,38.0,,,,,,,,,,,,,,,,,,,,,,,Scottish Premiership 2014-2015
Augsburg,27,,34.0,,,,,,,,,,,,,,,,,,,,,,,Bundesliga 2013-2014
Bayern Munich,25,,34.0,,,,,,,,,,,,,,,,,,,,,,,Bundesliga 2013-2014
BTSV,27,,34.0,,,,,,,,,,,,,,,,,,,,,,,Bundesliga 2013-2014
Dortmund,26,,34.0,,,,,,,,,,,,,,,,,,,,,,,Bundesliga 2013-2014
Eint Frankfurt,27,,34.0,,,,,,,,,,,,,,,,,,,,,,,Bundesliga 2013-2014
Freiburg,30,,34.0,,,,,,,,,,,,,,,,,,,,,,,Bundesliga 2013-2014
Gladbach,21,,34.0,,,,,,,,,,,,,,,,,,,,,,,Bundesliga 2013-2014
Hamburger SV,28,,34.0,,,,,,,,,,,,,,,,,,,,,,,Bundesliga 2013-2014
Hannover 96,26,,34.0,,,,,,,,,,,,,,,,,,,,,,,Bundesliga 2013-2014
Hertha BSC,25,,34.0,,,,,,,,,,,,,,,,,,,,,,,Bundesliga 2013-2014
Hoffenheim,25,,34.0,,,,,,,,,,,,,,,,,,,,,,,Bundesliga 2013-2014
Leverkusen,24,,34.0,,,,,,,,,,,,,,,,,,,,,,,Bundesliga 2013-2014
Mainz 05,28,,34.0,,,,,,,,,,,,,,,,,,,,,,,Bundesliga 2013-2014
Nürnberg,27,,34.0,,,,,,,,,,,,,,,,,,,,,,,Bundesliga 2013-2014
Schalke 04,30,,34.0,,,,,,,,,,,,,,,,,,,,,,,Bundesliga 2013-2014
Stuttgart,27,,34.0,,,,,,,,,,,,,,,,,,,,,,,Bundesliga 2013-2014
Werder Bremen,27,,34.0,,,,,,,,,,,,,,,,,,,,,,,Bundesliga 2013-2014
Wolfsburg,26,,34.0,,,,,,,,,,,,,,,,,,,,,,,Bundesliga 2013-2014
Arsenal,27,,38.0,,,,,,,,,,,,,,,,,,,,,,,Premier League 2013-2014
Aston Villa,26,,38.0,,,,,,,,,,,,,,,,,,,,,,,Premier League 2013-2014
Cardiff City,32,,38.0,,,,,,,,,,,,,,,,,,,,,,,Premier League 2013-2014
Chelsea,29,,38.0,,,,,,,,,,,,,,,,,,,,,,,Premier League 2013-2014
Crystal Palace,31,,38.0,,,,,,,,,,,,,,,,,,,,,,,Premier League 2013-2014
Everton,28,,38.0,,,,,,,,,,,,,,,,,,,,,,,Premier League 2013-2014
Fulham,39,,38.0,,,,,,,,,,,,,,,,,,,,,,,Premier League 2013-2014
Hull City,27,,38.0,,,,,,,,,,,,,,,,,,,,,,,Premier League 2013-2014
Liverpool,25,,38.0,,,,,,,,,,,,,,,,,,,,,,,Premier League 2013-2014
Manchester City,23,,38.0,,,,,,,,,,,,,,,,,,,,,,,Premier League 2013-2014
Manchester Utd,30,,38.0,,,,,,,,,,,,,,,,,,,,,,,Premier League 2013-2014
Newcastle Utd,26,,38.0,,,,,,,,,,,,,,,,,,,,,,,Premier League 2013-2014
Norwich City,25,,38.0,,,,,,,,,,,,,,,,,,,,,,,Premier League 2013-2014
Southampton,24,,38.0,,,,,,,,,,,,,,,,,,,,,,,Premier League 2013-2014
Stoke City,26,,38.0,,,,,,,,,,,,,,,,,,,,,,,Premier League 2013-2014
Sunderland,31,,38.0,,,,,,,,,,,,,,,,,,,,,,,Premier League 2013-2014
Swansea City,27,,38.0,,,,,,,,,,,,,,,,,,,,,,,Premier League 2013-2014
Tottenham,28,,38.0,,,,,,,,,,,,,,,,,,,,,,,Premier League 2013-2014
West Brom,28,,38.0,,,,,,,,,,,,,,,,,,,,,,,Premier League 2013-2014
West Ham,29,,38.0,,,,,,,,,,,,,,,,,,,,,,,Premier League 2013-2014
Almería,28,,38.0,,,,,,,,,,,,,,,,,,,,,,,La Liga 2013-2014
Athletic Club,24,,38.0,,,,,,,,,,,,,,,,,,,,,,,La Liga 2013-2014
Atlético Madrid,25,,38.0,,,,,,,,,,,,,,,,,,,,,,,La Liga 2013-2014
Barcelona,25,,38.0,,,,,,,,,,,,,,,,,,,,,,,La Liga 2013-2014
Betis,33,,38.0,,,,,,,,,,,,,,,,,,,,,,,La Liga 2013-2014
Celta Vigo,26,,38.0,,,,,,,,,,,,,,,,,,,,,,,La Liga 2013-2014
Elche,28,,38.0,,,,,,,,,,,,,,,,,,,,,,,La Liga 2013-2014
Espanyol,24,,38.0,,,,,,,,,,,,,,,,,,,,,,,La Liga 2013-2014
Getafe,28,,38.0,,,,,,,,,,,,,,,,,,,,,,,La Liga 2013-2014
Granada,26,,38.0,,,,,,,,,,,,,,,,,,,,,,,La Liga 2013-2014
Levante,28,,38.0,,,,,,,,,,,,,,,,,,,,,,,La Liga 2013-2014
Málaga,28,,38.0,,,,,,,,,,,,,,,,,,,,,,,La Liga 2013-2014
Osasuna,25,,38.0,,,,,,,,,,,,,,,,,,,,,,,La Liga 2013-2014
Rayo Vallecano,30,,38.0,,,,,,,,,,,,,,,,,,,,,,,La Liga 2013-2014
Real Madrid,25,,38.0,,,,,,,,,,,,,,,,,,,,,,,La Liga 2013-2014
Real Sociedad,27,,38.0,,,,,,,,,,,,,,,,,,,,,,,La Liga 2013-2014
Sevilla,31,,38.0,,,,,,,,,,,,,,,,,,,,,,,La Liga 2013-2014
Valencia,31,,38.0,,,,,,,,,,,,,,,,,,,,,,,La Liga 2013-2014
Valladolid,25,,38.0,,,,,,,,,,,,,,,,,,,,,,,La Liga 2013-2014
Villarreal,25,,38.0,,,,,,,,,,,,,,,,,,,,,,,La Liga 2013-2014
Atalanta,31,,38.0,,,,,,,,,,,,,,,,,,,,,,,Serie A 2013-2014
Bologna,28,,38.0,,,,,,,,,,,,,,,,,,,,,,,Serie A 2013-2014
Cagliari,31,,38.0,,,,,,,,,,,,,,,,,,,,,,,Serie A 2013-2014
Catania,34,,38.0,,,,,,,,,,,,,,,,,,,,,,,Serie A 2013-2014
Chievo,36,,38.0,,,,,,,,,,,,,,,,,,,,,,,Serie A 2013-2014
Fiorentina,31,,38.0,,,,,,,,,,,,,,,,,,,,,,,Serie A 2013-2014
Genoa,31,,38.0,,,,,,,,,,,,,,,,,,,,,,,Serie A 2013-2014
Hellas Verona,29,,38.0,,,,,,,,,,,,,,,,,,,,,,,Serie A 2013-2014
Inter,28,,38.0,,,,,,,,,,,,,,,,,,,,,,,Serie A 2013-2014
Juventus,26,,38.0,,,,,,,,,,,,,,,,,,,,,,,Serie A 2013-2014
Lazio,30,,38.0,,,,,,,,,,,,,,,,,,,,,,,Serie A 2013-2014
Livorno,31,,38.0,,,,,,,,,,,,,,,,,,,,,,,Serie A 2013-2014
Milan,32,,38.0,,,,,,,,,,,,,,,,,,,,,,,Serie A 2013-2014
Napoli,30,,38.0,,,,,,,,,,,,,,,,,,,,,,,Serie A 2013-2014
Parma,30,,38.0,,,,,,,,,,,,,,,,,,,,,,,Serie A 2013-2014
Roma,29,,38.0,,,,,,,,,,,,,,,,,,,,,,,Serie A 2013-2014
Sampdoria,33,,38.0,,,,,,,,,,,,,,,,,,,,,,,Serie A 2013-2014
Sassuolo,38,,38.0,,,,,,,,,,,,,,,,,,,,,,,Serie A 2013-2014
Torino,26,,38.0,,,,,,,,,,,,,,,,,,,,,,,Serie A 2013-2014
Udinese,27,,38.0,,,,,,,,,,,,,,,,,,,,,,,Serie A 2013-2014
Ajaccio,37,,38.0,,,,,,,,,,,,,,,,,,,,,,,Ligue 1 2013-2014
Bastia,27,,38.0,,,,,,,,,,,,,,,,,,,,,,,Ligue 1 2013-2014
