Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches,League,Season
95,Issiaga Camara,gn GUI,MF,Nice,19,2005,4,0,20,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,2,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,Ligue 1,2024/25
96,Lamine Camara,sn SEN,MF,Monaco,20,2004,29,25,"2,054",22.8,2,7,9,2,0,0,10,1,2.3,2.3,4.4,6.7,25,141,46,0.09,0.31,0.39,0.09,0.39,0.10,0.19,0.29,0.10,0.29,Matches,Ligue 1,2024/25
97,Mahdi Camara,fr FRA,"MF,FW",Brest,26,1998,34,31,"2,659",29.5,5,3,8,5,0,0,5,0,4.1,4.1,2.0,6.2,58,111,112,0.17,0.10,0.27,0.17,0.27,0.14,0.07,0.21,0.14,0.21,Matches,Ligue 1,2024/25
98,Ousmane Camara,fr FRA,DF,Angers,21,2003,3,3,252,2.8,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,0,3,0,0.00,0.00,0.00,0.00,0.00,0.03,0.01,0.04,0.03,0.04,Matches,Ligue 1,2024/25
99,Axel Camblan,fr FRA,"MF,FW",Brest,20,2003,2,0,26,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,2,1,0.00,0.00,0.00,0.00,0.00,0.17,0.00,0.17,0.17,0.17,Matches,Ligue 1,2024/25
100,Jaydee Canvot,fr FRA,"DF,MF",Toulouse,18,2006,18,12,"1,106",12.3,0,0,0,0,0,0,2,0,0.2,0.2,0.7,0.9,9,41,0,0.00,0.00,0.00,0.00,0.00,0.02,0.06,0.08,0.02,0.08,Matches,Ligue 1,2024/25
101,Pierrick Capelle,fr FRA,MF,Angers,37,1987,16,3,483,5.4,0,0,0,0,0,0,4,0,0.2,0.2,1.2,1.4,10,22,17,0.00,0.00,0.00,0.00,0.00,0.04,0.22,0.26,0.04,0.26,Matches,Ligue 1,2024/25
102,Gabin Capuano,fr FRA,FW,Lens,18,2006,1,0,11,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,Ligue 1,2024/25
103,Maxence Caqueret,fr FRA,MF,Lyon,24,2000,9,6,573,6.4,0,0,0,0,0,0,1,0,0.7,0.7,0.4,1.1,14,50,15,0.00,0.00,0.00,0.00,0.00,0.10,0.07,0.17,0.10,0.17,Matches,Ligue 1,2024/25
104,Simon Cara,fr FRA,"MF,FW",Montpellier,19,2005,2,0,9,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,Ligue 1,2024/25
105,Valentin Carboni,ar ARG,"MF,FW",Marseille,19,2005,4,1,103,1.1,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.2,4,4,8,0.00,0.00,0.00,0.00,0.00,0.04,0.10,0.14,0.04,0.14,Matches,Ligue 1,2024/25
106,Irvin Cardona,fr FRA,FW,Saint-Étienne,26,1997,15,13,"1,063",11.8,5,3,8,5,0,1,2,0,4.5,3.7,1.4,5.0,30,32,135,0.42,0.25,0.68,0.42,0.68,0.41,0.13,0.54,0.34,0.47,Matches,Ligue 1,2024/25
107,Patrik Carlgren,se SWE,GK,Nantes,32,1992,5,4,417,4.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,Ligue 1,2024/25
108,Josué Casimir,fr FRA,"FW,MF",Le Havre,22,2001,27,23,"1,997",22.2,4,4,8,4,0,0,5,0,3.3,3.3,3.4,6.7,71,41,151,0.18,0.18,0.36,0.18,0.36,0.15,0.15,0.30,0.15,0.30,Matches,Ligue 1,2024/25
109,Cristian Cásseres Jr.,ve VEN,MF,Toulouse,24,2000,32,31,"2,696",30.0,1,3,4,1,0,0,11,0,1.0,1.0,2.6,3.6,31,128,46,0.03,0.10,0.13,0.03,0.13,0.03,0.09,0.12,0.03,0.12,Matches,Ligue 1,2024/25
110,Jean-Charles Castelletto,cm CMR,"DF,MF",Nantes,29,1995,30,30,"2,620",29.1,0,0,0,0,0,0,5,1,1.8,1.8,0.1,1.9,21,87,19,0.00,0.00,0.00,0.00,0.00,0.06,0.00,0.06,0.06,0.06,Matches,Ligue 1,2024/25
111,Enzo Caumont,fr FRA,MF,Angers,20,2004,2,0,34,0.4,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,Ligue 1,2024/25
112,Fabien Centonze,fr FRA,DF,Nantes,28,1996,7,3,265,2.9,0,0,0,0,0,0,0,0,0.0,0.0,0.2,0.2,10,15,31,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.05,0.00,0.05,Matches,Ligue 1,2024/25
113,Brendan Chardonnet,fr FRA,DF,Brest,29,1994,27,27,"2,416",26.8,1,0,1,1,0,0,6,0,0.8,0.8,1.2,2.0,7,51,5,0.04,0.00,0.04,0.04,0.04,0.03,0.04,0.07,0.03,0.07,Matches,Ligue 1,2024/25
114,Jhoanner Chávez,ec ECU,"DF,MF",Lens,22,2002,10,7,596,6.6,1,0,1,1,0,0,1,0,0.3,0.3,0.7,1.0,14,9,36,0.15,0.00,0.15,0.15,0.15,0.04,0.11,0.15,0.04,0.15,Matches,Ligue 1,2024/25
115,Théo Chennahi,fr FRA,DF,Montpellier,19,2005,4,2,181,2.0,0,0,0,0,0,0,2,0,0.2,0.2,0.0,0.2,1,0,3,0.00,0.00,0.00,0.00,0.00,0.08,0.01,0.09,0.08,0.09,Matches,Ligue 1,2024/25
116,Sidiki Cherif,fr FRA,FW,Angers,17,2006,7,3,324,3.6,0,0,0,0,0,0,0,0,0.7,0.7,0.2,0.9,8,3,16,0.00,0.00,0.00,0.00,0.00,0.20,0.05,0.25,0.20,0.25,Matches,Ligue 1,2024/25
117,Rayan Cherki,fr FRA,"FW,MF",Lyon,20,2003,30,22,"2,041",22.7,8,11,19,8,0,0,3,0,5.0,5.0,11.1,16.1,106,206,184,0.35,0.49,0.84,0.35,0.84,0.22,0.49,0.71,0.22,0.71,Matches,Ligue 1,2024/25
118,Lucas Chevalier,fr FRA,GK,Lille,22,2001,34,34,"3,060",34.0,0,0,0,0,0,0,0,0,0.0,0.0,0.9,0.9,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.03,Matches,Ligue 1,2024/25
119,Pedro Chirivella,es ESP,MF,Nantes,27,1997,30,28,"2,348",26.1,0,2,2,0,0,0,6,0,0.5,0.5,1.8,2.2,16,170,25,0.00,0.08,0.08,0.00,0.08,0.02,0.07,0.09,0.02,0.09,Matches,Ligue 1,2024/25
120,Joris Chotard,fr FRA,MF,Montpellier,22,2001,26,23,"1,892",21.0,1,0,1,1,0,0,5,0,1.3,1.3,0.5,1.7,20,80,35,0.05,0.00,0.05,0.05,0.05,0.06,0.02,0.09,0.06,0.09,Matches,Ligue 1,2024/25
121,Djaoui Cissé,fr FRA,MF,Rennes,20,2004,14,14,"1,121",12.5,1,0,1,1,0,0,4,0,0.4,0.4,0.2,0.7,16,84,14,0.08,0.00,0.08,0.08,0.08,0.03,0.02,0.05,0.03,0.05,Matches,Ligue 1,2024/25
122,Yoann Cissé,fr FRA,MF,Auxerre,19,2004,2,0,5,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,Ligue 1,2024/25
123,Jonathan Clauss,fr FRA,"DF,MF",Nice,31,1992,28,27,"2,303",25.6,3,8,11,3,0,0,7,0,2.2,2.2,7.7,9.9,53,105,160,0.12,0.31,0.43,0.12,0.43,0.09,0.30,0.39,0.09,0.39,Matches,Ligue 1,2024/25
124,Marcus Coco,fr FRA,DF,Nantes,28,1996,20,10,951,10.6,0,1,1,0,0,0,3,2,0.1,0.1,1.2,1.3,12,34,40,0.00,0.09,0.09,0.00,0.09,0.01,0.12,0.12,0.01,0.12,Matches,Ligue 1,2024/25
125,Alois Confais,fr FRA,MF,Le Havre,27,1996,1,0,3,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,Ligue 1,2024/25
126,Francis Coquelin,fr FRA,MF,Nantes,33,1991,6,3,224,2.5,1,1,2,1,0,0,1,0,1.0,1.0,1.1,2.1,3,8,2,0.40,0.40,0.80,0.40,0.80,0.42,0.44,0.86,0.42,0.86,Matches,Ligue 1,2024/25
127,Derek Cornelius,ca CAN,DF,Marseille,26,1997,21,17,"1,420",15.8,0,0,0,0,0,0,9,2,0.9,0.9,0.1,1.0,10,68,11,0.00,0.00,0.00,0.00,0.00,0.06,0.01,0.06,0.06,0.06,Matches,Ligue 1,2024/25
128,Pierre Cornud,fr FRA,DF,Saint-Étienne,27,1996,11,7,576,6.4,0,0,0,0,0,0,2,0,0.0,0.0,0.3,0.3,11,19,17,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.05,0.00,0.05,Matches,Ligue 1,2024/25
129,David Costa,pt POR,"MF,FW",Lens,23,2001,11,3,352,3.9,0,0,0,0,0,0,0,1,1.2,1.2,0.4,1.6,14,24,20,0.00,0.00,0.00,0.00,0.00,0.31,0.10,0.41,0.31,0.41,Matches,Ligue 1,2024/25
130,Logan Costa,cv CPV,DF,Toulouse,23,2001,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,1,4,1,0.00,0.00,0.00,0.00,0.00,0.00,0.50,0.50,0.00,0.50,Matches,Ligue 1,2024/25
131,Grégoire Coudert,fr FRA,GK,Brest,25,1999,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,Ligue 1,2024/25
132,Lasso Coulibaly,ci CIV,"FW,MF",Auxerre,21,2002,3,0,45,0.5,1,0,1,1,0,0,0,0,0.3,0.3,0.1,0.3,0,0,4,2.00,0.00,2.00,2.00,2.00,0.56,0.13,0.69,0.56,0.69,Matches,Ligue 1,2024/25
133,Mamadou Coulibaly,fr FRA,MF,Monaco,20,2004,1,0,8,0.1,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,0,1,0.00,0.00,0.00,0.00,0.00,0.85,0.00,0.85,0.85,0.85,Matches,Ligue 1,2024/25
134,Soumaïla Coulibaly,fr FRA,DF,Brest,20,2003,7,5,438,4.9,0,0,0,0,0,0,1,0,0.2,0.2,0.1,0.3,1,16,0,0.00,0.00,0.00,0.00,0.00,0.03,0.02,0.05,0.03,0.05,Matches,Ligue 1,2024/25
135,Tanguy Coulibaly,fr FRA,"FW,MF",Montpellier,23,2001,25,17,"1,485",16.5,3,0,3,3,0,0,4,2,3.5,3.5,1.3,4.8,48,20,97,0.18,0.00,0.18,0.18,0.18,0.22,0.08,0.31,0.22,0.31,Matches,Ligue 1,2024/25
136,Marius Courcoul,fr FRA,"MF,DF",Angers,17,2007,8,3,309,3.4,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,5,7,7,0.00,0.00,0.00,0.00,0.00,0.03,0.01,0.04,0.03,0.04,Matches,Ligue 1,2024/25
137,Nicolas Cozza,fr FRA,"DF,MF",Nantes,25,1999,27,23,"2,051",22.8,1,0,1,1,0,0,3,1,1.4,1.4,1.4,2.8,25,64,56,0.04,0.00,0.04,0.04,0.04,0.06,0.06,0.12,0.06,0.12,Matches,Ligue 1,2024/25
138,Charlie Cresswell,eng ENG,DF,Toulouse,21,2002,31,29,"2,592",28.8,3,1,4,3,0,0,5,0,3.3,3.3,1.7,5.0,8,69,13,0.10,0.03,0.14,0.10,0.14,0.11,0.06,0.17,0.11,0.17,Matches,Ligue 1,2024/25
139,Kévin Danois,fr FRA,MF,Auxerre,20,2004,22,16,"1,460",16.2,0,0,0,0,0,0,1,0,1.5,1.5,2.2,3.7,19,95,50,0.00,0.00,0.00,0.00,0.00,0.09,0.13,0.23,0.09,0.23,Matches,Ligue 1,2024/25
140,Kevin Danso,at AUT,DF,Lens,25,1998,12,12,"1,080",12.0,0,0,0,0,0,0,3,0,0.5,0.5,1.0,1.5,9,52,1,0.00,0.00,0.00,0.00,0.00,0.04,0.09,0.13,0.04,0.13,Matches,Ligue 1,2024/25
141,Dante,br BRA,DF,Nice,40,1983,25,21,"1,964",21.8,0,0,0,0,0,0,5,1,0.5,0.5,0.2,0.6,18,96,8,0.00,0.00,0.00,0.00,0.00,0.02,0.01,0.03,0.02,0.03,Matches,Ligue 1,2024/25
142,Pape Daouda Diongue,sn SEN,"MF,FW",Strasbourg,,,9,1,78,0.9,1,0,1,1,0,0,0,0,1.0,1.0,0.2,1.2,2,2,3,1.15,0.00,1.15,1.15,1.15,1.18,0.23,1.41,1.18,1.41,Matches,Ligue 1,2024/25
143,Mohamed Daramy,dk DEN,FW,Reims,22,2002,2,0,16,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,3,0,2,0.00,0.00,0.00,0.00,0.00,0.20,0.32,0.51,0.20,0.51,Matches,Ligue 1,2024/25
144,Jonathan David,ca CAN,FW,Lille,24,2000,32,28,"2,554",28.4,16,5,21,10,6,7,4,0,16.2,10.7,4.4,15.1,40,65,184,0.56,0.18,0.74,0.35,0.53,0.57,0.16,0.73,0.38,0.53,Matches,Ligue 1,2024/25
145,Zuriko Davitashvili,ge GEO,"FW,MF",Saint-Étienne,23,2001,33,32,"2,778",30.9,9,8,17,7,2,2,3,0,8.1,6.6,4.7,11.3,95,73,224,0.29,0.26,0.55,0.23,0.49,0.27,0.16,0.43,0.22,0.38,Matches,Ligue 1,2024/25
146,Théo De Percin,mq MTQ,GK,Auxerre,23,2001,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,Ligue 1,2024/25
147,Thibault De Smet,be BEL,DF,Reims,26,1998,5,2,192,2.1,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,1,9,2,0.00,0.00,0.00,0.00,0.00,0.07,0.00,0.07,0.07,0.07,Matches,Ligue 1,2024/25
148,Amar Dedić,ba BIH,DF,Marseille,21,2002,10,2,314,3.5,0,1,1,0,0,0,1,0,0.9,0.9,0.9,1.8,21,16,46,0.00,0.29,0.29,0.00,0.29,0.26,0.25,0.51,0.26,0.51,Matches,Ligue 1,2024/25
149,Romain Del Castillo,fr FRA,FW,Brest,28,1996,26,14,"1,259",14.0,6,4,10,3,3,4,0,0,4.7,1.5,3.4,4.9,29,61,106,0.43,0.29,0.71,0.21,0.50,0.33,0.24,0.58,0.11,0.35,Matches,Ligue 1,2024/25
150,Thomas Delaine,fr FRA,DF,Strasbourg,32,1992,2,0,9,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,Ligue 1,2024/25
151,Andy Delort,dz ALG,FW,Montpellier,32,1991,9,8,607,6.7,0,0,0,0,0,0,1,0,1.3,1.3,0.9,2.2,4,6,20,0.00,0.00,0.00,0.00,0.00,0.23,0.15,0.38,0.23,0.38,Matches,Ligue 1,2024/25
152,Ousmane Dembélé,fr FRA,FW,Paris S-G,27,1997,29,20,"1,730",19.2,21,6,27,20,1,1,1,0,16.6,15.8,8.2,24.0,127,137,252,1.09,0.31,1.40,1.04,1.35,0.86,0.43,1.29,0.82,1.25,Matches,Ligue 1,2024/25
153,Rémy Descamps,fr FRA,GK,Lyon,28,1996,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,Ligue 1,2024/25
154,Arthur Desmas,fr FRA,GK,Le Havre,30,1994,18,18,"1,620",18.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,Ligue 1,2024/25
155,Mamadou Diakhon,fr FRA,"FW,MF",Reims,18,2005,28,5,858,9.5,2,1,3,2,0,0,2,0,1.0,1.0,1.1,2.2,61,17,77,0.21,0.10,0.31,0.21,0.31,0.11,0.12,0.23,0.11,0.23,Matches,Ligue 1,2024/25
156,Bafodé Diakité,fr FRA,DF,Lille,23,2001,31,31,"2,766",30.7,4,1,5,4,0,0,8,1,2.3,2.3,0.2,2.5,15,90,3,0.13,0.03,0.16,0.13,0.16,0.08,0.01,0.08,0.08,0.08,Matches,Ligue 1,2024/25
157,Oumar Diakité,ci CIV,FW,Reims,20,2003,26,20,"1,628",18.1,4,1,5,4,0,1,6,0,5.5,4.7,1.1,5.8,24,44,93,0.22,0.06,0.28,0.22,0.28,0.30,0.06,0.36,0.26,0.32,Matches,Ligue 1,2024/25
158,Habib Diarra,sn SEN,"MF,FW",Strasbourg,20,2004,30,27,"2,352",26.1,4,5,9,2,2,2,6,0,3.3,1.8,4.5,6.3,61,116,114,0.15,0.19,0.34,0.08,0.27,0.13,0.17,0.30,0.07,0.24,Matches,Ligue 1,2024/25
159,Krépin Diatta,sn SEN,"DF,FW",Monaco,25,1999,19,3,508,5.6,0,0,0,0,0,0,3,0,0.2,0.2,0.8,1.0,17,21,41,0.00,0.00,0.00,0.00,0.00,0.03,0.14,0.17,0.03,0.17,Matches,Ligue 1,2024/25
160,Kandet Diawara,gn GUI,FW,Le Havre,24,2000,1,0,4,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,Ligue 1,2024/25
161,Mahamadou Diawara,fr FRA,MF,Le Havre,19,2005,15,6,582,6.5,0,1,1,0,0,0,0,0,0.4,0.4,0.4,0.8,9,16,6,0.00,0.15,0.15,0.00,0.15,0.06,0.06,0.12,0.06,0.12,Matches,Ligue 1,2024/25
162,Mahamadou Diawara,fr FRA,MF,Lyon,19,2005,2,0,16,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,Ligue 1,2024/25
163,Bamba Dieng,sn SEN,FW,Angers,24,2000,18,5,532,5.9,3,0,3,2,1,1,1,0,3.1,2.3,0.0,2.4,6,7,35,0.51,0.00,0.51,0.34,0.34,0.53,0.01,0.53,0.39,0.40,Matches,Ligue 1,2024/25
164,Kembo Diliwidi,fr FRA,DF,Lens,18,2006,1,0,4,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,Ligue 1,2024/25
165,Sinaly Diomande,ci CIV,DF,Auxerre,23,2001,23,22,"1,945",21.6,3,2,5,3,0,0,6,0,1.1,1.1,0.6,1.7,8,72,8,0.14,0.09,0.23,0.14,0.23,0.05,0.03,0.08,0.05,0.08,Matches,Ligue 1,2024/25
166,Lois Diony,fr FRA,FW,Angers,31,1992,1,0,21,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,Ligue 1,2024/25
167,Sérigné Diop,sn SEN,FW,Brest,19,2005,2,0,4,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,Ligue 1,2024/25
168,Sofiane Diop,fr FRA,"MF,FW",Nice,24,2000,28,8,"1,064",11.8,6,4,10,6,0,0,3,0,6.0,6.0,2.9,8.9,26,64,70,0.51,0.34,0.85,0.51,0.85,0.51,0.24,0.75,0.51,0.75,Matches,Ligue 1,2024/25
169,Andy Diouf,fr FRA,MF,Lens,21,2003,34,27,"2,225",24.7,1,2,3,1,0,0,2,0,2.9,2.9,2.8,5.7,82,116,94,0.04,0.08,0.12,0.04,0.12,0.12,0.11,0.23,0.12,0.23,Matches,Ligue 1,2024/25
170,Yehvann Diouf,sn SEN,GK,Reims,24,1999,34,34,"3,060",34.0,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,Ligue 1,2024/25
171,Assane Dioussé,sn SEN,MF,Auxerre,26,1997,17,7,663,7.4,0,0,0,0,0,0,1,0,0.1,0.1,0.2,0.3,1,33,6,0.00,0.00,0.00,0.00,0.00,0.01,0.03,0.04,0.01,0.04,Matches,Ligue 1,2024/25
172,Álex Domínguez,es ESP,GK,Toulouse,26,1998,1,0,19,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,Ligue 1,2024/25
173,Gianluigi Donnarumma,it ITA,GK,Paris S-G,25,1999,24,24,"2,091",23.2,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,Ligue 1,2024/25
174,Sékou Doucoure,fr FRA,DF,Nantes,19,2005,2,0,12,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,Ligue 1,2024/25
175,Désiré Doué,fr FRA,"FW,MF",Paris S-G,19,2005,31,18,"1,730",19.2,6,6,12,6,0,0,1,0,5.1,5.1,7.8,13.0,97,139,232,0.31,0.31,0.62,0.31,0.62,0.27,0.41,0.67,0.27,0.67,Matches,Ligue 1,2024/25
176,Guela Doué,ci CIV,DF,Strasbourg,21,2002,32,30,"2,717",30.2,1,2,3,1,0,0,7,0,0.8,0.8,0.7,1.5,51,173,54,0.03,0.07,0.10,0.03,0.10,0.03,0.02,0.05,0.03,0.05,Matches,Ligue 1,2024/25
177,Douglas,br BRA,MF,Nantes,27,1997,28,28,"2,307",25.6,4,2,6,4,0,0,8,0,3.4,3.4,1.5,4.9,14,125,34,0.16,0.08,0.23,0.16,0.23,0.13,0.06,0.19,0.13,0.19,Matches,Ligue 1,2024/25
178,Ismaël Doukouré,fr FRA,"DF,MF",Strasbourg,21,2003,31,31,"2,639",29.3,1,1,2,1,0,0,7,0,0.6,0.6,1.1,1.6,20,116,9,0.03,0.03,0.07,0.03,0.07,0.02,0.04,0.06,0.02,0.06,Matches,Ligue 1,2024/25
179,Kamory Doumbia,ml MLI,"MF,FW",Brest,21,2003,30,13,"1,322",14.7,3,2,5,3,0,0,1,0,2.7,2.7,1.2,3.9,17,72,54,0.20,0.14,0.34,0.20,0.34,0.19,0.08,0.27,0.19,0.27,Matches,Ligue 1,2024/25
180,Amidou Doumbouya,fr FRA,DF,Nice,16,2007,2,0,46,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,Ligue 1,2024/25
181,Jean-Kevin Duverne,ht HAI,DF,Nantes,27,1997,9,7,537,6.0,0,0,0,0,0,0,2,0,0.3,0.3,0.1,0.4,6,22,8,0.00,0.00,0.00,0.00,0.00,0.05,0.02,0.06,0.05,0.06,Matches,Ligue 1,2024/25
182,Stefan Džodić,rs SRB,"DF,MF",Montpellier,19,2005,7,2,242,2.7,0,0,0,0,0,0,2,1,0.1,0.1,0.0,0.1,2,10,0,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.03,0.03,0.03,Matches,Ligue 1,2024/25
183,Aron Dønnum,no NOR,"DF,MF",Toulouse,26,1998,32,31,"2,689",29.9,2,2,4,2,0,0,6,0,2.1,2.1,4.6,6.7,94,126,142,0.07,0.07,0.13,0.07,0.13,0.07,0.15,0.22,0.07,0.22,Matches,Ligue 1,2024/25
184,Noah Edjouma,fr FRA,"MF,FW",Toulouse,18,2005,10,1,171,1.9,2,0,2,2,0,0,0,1,1.3,1.3,0.1,1.3,8,7,17,1.05,0.00,1.05,1.05,1.05,0.67,0.03,0.70,0.67,0.70,Matches,Ligue 1,2024/25
185,Jacques Ekomie,ga GAB,"DF,FW",Angers,20,2003,18,7,697,7.7,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,13,20,24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,Ligue 1,2024/25
186,Pierre Ekwah Elimby,fr FRA,MF,Saint-Étienne,22,2002,29,29,"2,575",28.6,1,0,1,1,0,0,3,0,0.7,0.7,1.0,1.7,20,146,21,0.03,0.00,0.03,0.03,0.03,0.03,0.04,0.06,0.03,0.06,Matches,Ligue 1,2024/25
187,Meschak Elia,cd COD,FW,Nantes,26,1997,8,1,170,1.9,1,0,1,1,0,0,0,0,1.1,1.1,0.2,1.3,9,5,22,0.53,0.00,0.53,0.53,0.53,0.59,0.10,0.69,0.59,0.69,Matches,Ligue 1,2024/25
188,Breel Embolo,ch SUI,"FW,MF",Monaco,27,1997,29,19,"1,841",20.5,6,4,10,6,0,0,5,0,10.8,10.8,5.6,16.4,22,55,140,0.29,0.20,0.49,0.29,0.49,0.53,0.28,0.80,0.53,0.80,Matches,Ligue 1,2024/25
189,Emanuel Emegha,nl NED,FW,Strasbourg,21,2003,27,27,"2,293",25.5,14,3,17,14,0,0,5,0,17.0,17.0,2.4,19.4,37,14,104,0.55,0.12,0.67,0.55,0.67,0.67,0.10,0.76,0.67,0.76,Matches,Ligue 1,2024/25
190,Romain Faivre,fr FRA,"MF,FW",Brest,26,1998,20,10,899,10.0,3,2,5,2,1,1,2,0,2.6,1.8,1.9,3.7,24,44,49,0.30,0.20,0.50,0.20,0.40,0.26,0.19,0.45,0.18,0.37,Matches,Ligue 1,2024/25
191,Khalil Fayad,fr FRA,"MF,FW",Montpellier,20,2004,20,10,"1,028",11.4,0,0,0,0,0,0,5,0,1.3,1.3,0.3,1.5,25,50,42,0.00,0.00,0.00,0.00,0.00,0.11,0.02,0.13,0.11,0.13,Matches,Ligue 1,2024/25
192,Luiz Felipe,it ITA,DF,Marseille,27,1997,4,2,122,1.4,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,Ligue 1,2024/25
193,Zinedine Ferhat,dz ALG,"FW,MF",Angers,31,1993,24,8,849,9.4,2,0,2,2,0,0,1,0,1.4,1.4,2.4,3.7,16,40,64,0.21,0.00,0.21,0.21,0.21,0.14,0.25,0.40,0.14,0.40,Matches,Ligue 1,2024/25
194,Edimilson Fernandes,ch SUI,"MF,DF",Brest,28,1996,19,12,"1,105",12.3,0,1,1,0,0,0,1,0,0.4,0.4,0.6,1.0,7,40,3,0.00,0.08,0.08,0.00,0.08,0.03,0.05,0.08,0.03,0.08,Matches,Ligue 1,2024/25
